cohort,species_pair,n_total_pairs,n_hgt_pairs,hgt_rate,phylo_dist,trait_value
Dutch,297_1-318_21,12,0,0.0,1.531459757,1
Dutch,297_1-326_1,15,0,0.0,1.5817593900000002,1
Dutch,297_1-32_1,3,0,0.0,2.145140354,2
Dutch,297_1-330_1,6,0,0.0,1.684079839,1
Dutch,297_1-333_1,6,0,0.0,1.6495334939999995,1
Dutch,297_1-334_1,6,0,0.0,1.6655516540000004,1
Dutch,297_1-334_3,4,0,0.0,1.672698018,1
Dutch,297_1-335_1,77,0,0.0,1.662755157,1
Dutch,297_1-39_2,5,0,0.0,2.150151943,2
Dutch,297_1-39_5,3,0,0.0,2.15491494,2
Dutch,297_1-42_2,19,0,0.0,2.145614586,2
Dutch,297_1-44_1,1,0,0.0,2.157275734,2
Dutch,297_1-44_3,2,0,0.0,2.157986174,2
Dutch,297_1-45_1,50,0,0.0,2.237452487,2
Dutch,297_1-46_1,8,0,0.0,2.106075863,2
Dutch,297_1-47_2,1,0,0.0,2.110485378,2
Dutch,297_1-48_2,23,0,0.0,2.168297863,2
Dutch,297_1-4_3,1,0,0.0,2.049550515,2
Dutch,297_1-50_1,1,0,0.0,2.16326078,2
Dutch,297_1-51_1,1,0,0.0,2.16583901,2
Dutch,297_1-66_5,58,0,0.0,1.77980004,2
Dutch,297_1-76_3,1,0,0.0,1.7659727010000004,2
Dutch,297_1-92_1,3,0,0.0,0.7575144509999996,1
Dutch,297_1-9_1,1,0,0.0,1.9434408700000003,2
Dutch,298_1-300_1,5,0,0.0,0.2859351479999996,0
Dutch,298_1-326_1,20,0,0.0,1.7953760239999998,0
Dutch,298_1-32_1,18,0,0.0,2.358756988,1
Dutch,298_1-334_3,4,0,0.0,1.886314652,0
Dutch,298_1-335_1,108,0,0.0,1.876371791,0
Dutch,298_1-36_1,1,0,0.0,2.376387508,1
Dutch,298_1-37_1,1,0,0.0,2.3699239209999994,1
Dutch,298_1-38_1,2,0,0.0,2.355815029,1
Dutch,298_1-39_2,1,0,0.0,2.363768577,1
Dutch,298_1-39_5,1,0,0.0,2.368531574,1
Dutch,298_1-42_2,7,0,0.0,2.35923122,1
Dutch,298_1-43_1,13,0,0.0,2.36582023,1
Dutch,298_1-44_1,5,0,0.0,2.370892368,1
Dutch,298_1-44_3,8,0,0.0,2.371602808,1
Dutch,298_1-44_5,1,0,0.0,2.373986549,1
Dutch,298_1-45_1,43,0,0.0,2.4510691209999997,1
Dutch,298_1-46_1,48,0,0.0,2.319692497,1
Dutch,298_1-48_2,48,0,0.0,2.381914497,1
Dutch,298_1-52_1,14,0,0.0,2.3839904849999995,1
Dutch,298_1-66_5,57,0,0.0,1.993416674,1
Dutch,298_1-90_1,2,0,0.0,0.9080142189999996,0
Dutch,298_1-9_2,1,0,0.0,2.154326039,1
Dutch,29_1-326_1,1,0,0.0,1.830352999,1
Dutch,29_1-32_1,5,0,0.0,0.1845844489999994,2
Dutch,29_1-330_1,1,0,0.0,1.932673448,1
Dutch,29_1-335_1,6,0,0.0,1.9113487659999997,1
Dutch,29_1-39_2,2,0,0.0,0.139402934,2
Dutch,29_1-39_5,1,0,0.0,0.1441659309999998,2
Dutch,29_1-42_2,2,0,0.0,0.1850586809999996,2
Dutch,29_1-43_1,1,0,0.0,0.191647691,2
Dutch,29_1-44_1,1,0,0.0,0.1967198289999996,2
Dutch,29_1-45_1,4,0,0.0,0.4826445219999997,2
Dutch,29_1-46_1,5,0,0.0,0.2621573160000001,2
Dutch,29_1-48_2,6,1,0.16666666666666666,0.103690936,2
Dutch,29_1-66_5,11,0,0.0,1.824146243,2
Dutch,300_1-318_19,12,0,0.0,1.7524066849999995,0
Dutch,300_1-326_1,18,0,0.0,1.801982346,0
Dutch,300_1-334_1,18,0,0.0,1.88577461,0
Dutch,300_1-335_1,3,0,0.0,1.882978113,0
Dutch,300_1-36_1,3,0,0.0,2.38299383,1
Dutch,300_1-44_3,2,0,0.0,2.37820913,1
Dutch,300_1-45_1,24,0,0.0,2.4576754429999994,1
Dutch,300_1-46_1,6,0,0.0,2.326298819,1
Dutch,300_1-48_2,13,0,0.0,2.388520819,1
Dutch,300_1-51_1,3,0,0.0,2.3860619659999998,1
Dutch,300_1-66_5,40,0,0.0,2.000022996,1
Dutch,300_1-90_1,5,0,0.0,0.9146205409999996,0
Dutch,308_1-318_35,2,0,0.0,1.001535244,1
Dutch,308_1-32_1,10,0,0.0,1.865988431,2
Dutch,308_1-330_1,30,0,0.0,0.7570314680000001,1
Dutch,308_1-335_1,61,0,0.0,0.7357067859999997,1
Dutch,308_1-39_5,13,0,0.0,1.875763017,2
Dutch,308_1-42_2,5,0,0.0,1.866462663,2
Dutch,308_1-43_1,4,0,0.0,1.873051673,2
Dutch,308_1-44_1,1,0,0.0,1.878123811,2
Dutch,308_1-44_3,3,0,0.0,1.878834251,2
Dutch,308_1-45_1,47,0,0.0,1.958300564,2
Dutch,308_1-46_1,5,0,0.0,1.82692394,2
Dutch,308_1-48_1,6,0,0.0,1.893950011,2
Dutch,308_1-48_2,18,0,0.0,1.88914594,2
Dutch,308_1-66_4,2,0,0.0,1.5021299110000002,2
Dutch,308_1-66_5,41,0,0.0,1.500648117,2
Dutch,30_1-335_1,186,0,0.0,2.000165646,1
Dutch,30_1-39_2,3,0,0.0,0.4841608580000001,2
Dutch,30_1-43_1,9,0,0.0,0.4862125110000002,2
Dutch,30_1-44_3,1,0,0.0,0.491995089,2
Dutch,30_1-45_1,51,12,0.23529411764705882,0.3972282219999998,2
Dutch,30_1-46_1,9,0,0.0,0.4400847779999997,2
Dutch,30_1-66_5,6,0,0.0,1.912963123,2
Dutch,312_1-318_38,5,0,0.0,0.372603088,0
Dutch,312_1-335_1,7,0,0.0,1.041648548,0
Dutch,312_1-39_5,1,0,0.0,1.787389097,1
Dutch,312_1-45_1,1,0,0.0,1.8699266439999995,1
Dutch,312_1-46_1,1,0,0.0,1.73855002,1
Dutch,312_1-48_2,2,0,0.0,1.80077202,1
Dutch,312_1-66_5,4,0,0.0,1.412274197,1
Dutch,312_1-90_1,4,0,0.0,1.6783410159999996,0
Dutch,314_1-335_1,79,0,0.0,1.035030993,0
Dutch,314_1-42_2,2,0,0.0,1.771471188,1
Dutch,314_1-44_3,1,0,0.0,1.7838427760000002,1
Dutch,314_1-45_1,26,0,0.0,1.8633090889999997,1
Dutch,314_1-46_1,1,0,0.0,1.731932465,1
Dutch,314_1-48_2,1,0,0.0,1.794154465,1
Dutch,314_1-51_1,1,0,0.0,1.7916956119999998,1
Dutch,314_1-66_5,1,0,0.0,1.405656642,1
Dutch,314_1-92_1,1,0,0.0,1.7348403269999997,0
Dutch,314_1-9_2,2,0,0.0,1.566566007,1
Dutch,317_1-318_21,4,0,0.0,0.179561403,0
Dutch,317_1-31_2,1,0,0.0,1.9023851049999996,1
Dutch,317_1-330_1,10,0,0.0,1.063187927,0
Dutch,317_1-333_1,1,0,0.0,1.028641582,0
Dutch,317_1-335_1,39,0,0.0,1.0418632449999998,0
Dutch,317_1-40_1,1,0,0.0,1.784414682,1
Dutch,317_1-43_1,3,0,0.0,1.78489245,1
Dutch,317_1-44_3,1,0,0.0,1.790675028,1
Dutch,317_1-45_1,3,0,0.0,1.8701413409999996,1
Dutch,317_1-46_1,2,0,0.0,1.7387647169999998,1
Dutch,317_1-48_2,10,0,0.0,1.8009867169999998,1
Dutch,317_1-51_1,1,0,0.0,1.7985278639999998,1
Dutch,317_1-52_1,1,0,0.0,1.803062705,1
Dutch,317_1-66_5,10,0,0.0,1.412488894,1
Dutch,317_1-90_1,2,0,0.0,1.6785557129999995,0
Dutch,317_1-92_1,1,0,0.0,1.7416725789999996,0
Dutch,318_13-318_19,12,2,0.16666666666666666,0.019482584,0
Dutch,318_13-318_40,2,2,1.0,0.013746334,0
Dutch,318_13-326_1,12,0,0.0,0.599081149,0
Dutch,318_13-32_1,19,0,0.0,1.7718054049999998,1
Dutch,318_13-334_3,9,0,0.0,1.045782303,0
Dutch,318_13-335_1,349,0,0.0,1.035839442,0
Dutch,318_13-37_1,7,0,0.0,1.7829723379999998,1
Dutch,318_13-39_5,35,0,0.0,1.781579991,1
Dutch,318_13-43_1,1,0,0.0,1.778868647,1
Dutch,318_13-44_3,6,0,0.0,1.784651225,1
Dutch,318_13-45_1,38,1,0.02631578947368421,1.864117538,1
Dutch,318_13-48_2,47,0,0.0,1.794962914,1
Dutch,318_13-66_5,28,0,0.0,1.406465091,1
Dutch,318_13-76_3,1,0,0.0,1.3926377520000002,1
Dutch,318_13-87_1,1,0,0.0,1.5261894839999997,0
Dutch,318_19-318_38,1,0,0.0,0.0141278919999999,0
Dutch,318_19-326_1,4,0,0.0,0.592303145,0
Dutch,318_19-32_1,29,0,0.0,1.7650274009999998,1
Dutch,318_19-334_1,6,0,0.0,1.031857935,0
Dutch,318_19-335_1,338,0,0.0,1.0290614379999998,0
Dutch,318_19-37_1,2,0,0.0,1.7761943339999997,1
Dutch,318_19-39_5,10,0,0.0,1.7748019869999998,1
Dutch,318_19-42_2,2,0,0.0,1.765501633,1
Dutch,318_19-44_1,1,0,0.0,1.7771627809999997,1
Dutch,318_19-44_3,42,0,0.0,1.777873221,1
Dutch,318_19-45_1,225,0,0.0,1.857339534,1
Dutch,318_19-46_1,1,0,0.0,1.7259629099999998,1
Dutch,318_19-48_2,164,3,0.018292682926829267,1.7881849099999998,1
Dutch,318_19-50_1,8,0,0.0,1.783147827,1
Dutch,318_19-66_5,104,0,0.0,1.399687087,1
Dutch,318_19-92_1,1,0,0.0,1.7288707719999996,0
Dutch,318_20-32_1,1,0,0.0,1.7648539319999998,2
Dutch,318_20-335_1,16,0,0.0,1.028887969,1
Dutch,318_20-44_3,1,0,0.0,1.777699752,2
Dutch,318_20-45_1,1,0,0.0,1.857166065,2
Dutch,318_20-48_2,1,0,0.0,1.788011441,2
Dutch,318_20-66_5,9,0,0.0,1.399513618,2
Dutch,318_21-31_2,2,0,0.0,1.888859326,1
Dutch,318_21-326_1,2,0,0.0,0.591579173,0
Dutch,318_21-32_1,26,0,0.0,1.764303429,1
Dutch,318_21-330_1,23,0,0.0,1.049662148,0
Dutch,318_21-333_1,3,0,0.0,1.015115803,0
Dutch,318_21-334_1,6,0,0.0,1.0311339630000005,0
Dutch,318_21-334_3,16,0,0.0,1.038280327,0
Dutch,318_21-335_1,375,3,0.008,1.028337466,0
Dutch,318_21-39_5,23,0,0.0,1.774078015,1
Dutch,318_21-40_1,2,0,0.0,1.770888903,1
Dutch,318_21-42_2,7,0,0.0,1.764777661,1
Dutch,318_21-43_1,4,0,0.0,1.7713666710000002,1
Dutch,318_21-44_1,2,0,0.0,1.7764388089999998,1
Dutch,318_21-44_3,19,0,0.0,1.777149249,1
Dutch,318_21-45_1,36,0,0.0,1.856615562,1
Dutch,318_21-46_1,17,0,0.0,1.725238938,1
Dutch,318_21-48_2,42,0,0.0,1.787460938,1
Dutch,318_21-4_3,4,0,0.0,1.66871359,1
Dutch,318_21-50_1,4,0,0.0,1.782423855,1
Dutch,318_21-51_1,3,0,0.0,1.785002085,1
Dutch,318_21-66_5,269,0,0.0,1.398963115,1
Dutch,318_21-77_2,4,0,0.0,1.383795987,1
Dutch,318_21-90_1,10,0,0.0,1.6650299339999997,0
Dutch,318_21-92_1,2,0,0.0,1.7281467999999998,0
Dutch,318_21-9_2,1,0,0.0,1.55987248,1
Dutch,318_35-335_1,18,0,0.0,1.0311456419999998,0
Dutch,318_35-45_1,4,0,0.0,1.859423738,1
Dutch,318_35-48_2,8,0,0.0,1.7902691139999998,1
Dutch,318_35-66_5,6,0,0.0,1.401771291,1
Dutch,318_38-32_1,13,0,0.0,1.7664507129999998,1
Dutch,318_38-334_3,19,0,0.0,1.040427611,0
Dutch,318_38-335_1,145,0,0.0,1.0304847499999998,0
Dutch,318_38-36_1,8,0,0.0,1.7840812329999998,1
Dutch,318_38-39_2,9,0,0.0,1.771462302,1
Dutch,318_38-39_5,14,0,0.0,1.7762252989999998,1
Dutch,318_38-43_1,3,0,0.0,1.773513955,1
Dutch,318_38-44_3,1,0,0.0,1.779296533,1
Dutch,318_38-45_1,16,0,0.0,1.858762846,1
Dutch,318_38-46_1,10,0,0.0,1.7273862219999998,1
Dutch,318_38-48_2,69,0,0.0,1.7896082219999998,1
Dutch,318_38-66_5,53,0,0.0,1.401110399,1
Dutch,318_38-87_1,2,0,0.0,1.5208347919999996,0
Dutch,318_38-90_1,27,0,0.0,1.6671772179999995,0
Dutch,318_38-92_1,1,0,0.0,1.7302940839999996,0
Dutch,318_40-32_1,3,0,0.0,1.7654094869999997,1
Dutch,318_40-334_1,330,0,0.0,1.032240021,0
Dutch,318_40-334_2,20,0,0.0,1.0366656049999998,0
Dutch,318_40-334_3,14,0,0.0,1.0393863849999998,0
Dutch,318_40-335_1,67,0,0.0,1.0294435239999995,0
Dutch,318_40-37_1,2,0,0.0,1.7765764199999996,1
Dutch,318_40-42_2,1,0,0.0,1.765883719,1
Dutch,318_40-45_1,18,0,0.0,1.8577216199999995,1
Dutch,318_40-46_1,1,0,0.0,1.7263449959999997,1
Dutch,318_40-48_2,36,0,0.0,1.7885669959999997,1
Dutch,318_40-66_5,38,0,0.0,1.400069173,1
Dutch,318_40-87_1,2,0,0.0,1.5197935659999997,0
Dutch,318_44-330_1,3,0,0.0,1.052775597,0
Dutch,318_44-335_1,4,0,0.0,1.031450915,0
Dutch,318_44-39_5,2,0,0.0,1.777191464,1
Dutch,318_44-42_2,2,0,0.0,1.76789111,1
Dutch,318_44-43_1,1,0,0.0,1.7744801200000002,1
Dutch,318_44-44_1,1,0,0.0,1.7795522579999998,1
Dutch,318_44-44_3,1,0,0.0,1.780262698,1
Dutch,318_44-45_1,3,0,0.0,1.859729011,1
Dutch,318_44-46_1,2,0,0.0,1.728352387,1
Dutch,318_44-66_5,5,0,0.0,1.402076564,1
Dutch,318_46-39_5,4,0,0.0,1.7787224059999998,1
Dutch,318_46-42_2,2,0,0.0,1.769422052,1
Dutch,318_46-46_1,2,0,0.0,1.7298833289999995,1
Dutch,318_46-48_2,2,0,0.0,1.7921053289999995,1
Dutch,318_5-334_1,54,0,0.0,1.039145124,0
Dutch,318_5-334_3,5,0,0.0,1.0462914879999998,0
Dutch,318_5-335_1,5,0,0.0,1.0363486269999995,0
Dutch,318_5-36_1,9,0,0.0,1.7899451099999997,1
Dutch,318_5-39_2,9,0,0.0,1.777326179,1
Dutch,318_5-45_1,9,0,0.0,1.8646267229999995,1
Dutch,318_5-48_2,10,0,0.0,1.7954720989999997,1
Dutch,318_5-66_5,4,0,0.0,1.406974276,1
Dutch,318_78-32_1,2,0,0.0,1.7651539639999998,1
Dutch,318_78-334_1,6,0,0.0,1.031984498,0
Dutch,318_78-39_5,2,0,0.0,1.7749285499999998,1
Dutch,318_78-42_2,2,0,0.0,1.765628196,1
Dutch,318_78-45_1,48,0,0.0,1.857466097,1
Dutch,318_78-46_1,4,0,0.0,1.7260894729999998,1
Dutch,318_78-48_2,8,0,0.0,1.7883114729999998,1
Dutch,318_78-66_5,4,0,0.0,1.39981365,1
Dutch,318_79-326_1,2,0,0.0,0.592387916,0
Dutch,318_79-335_1,13,0,0.0,1.029146209,0
Dutch,318_79-45_1,1,0,0.0,1.857424305,1
Dutch,318_79-51_1,1,0,0.0,1.7858108279999998,1
Dutch,318_79-66_5,2,0,0.0,1.399771858,1
Dutch,318_82-42_2,2,0,0.0,1.767010922,1
Dutch,318_82-45_1,3,0,0.0,1.858848823,1
Dutch,318_82-48_2,3,0,0.0,1.789694199,1
Dutch,318_82-66_5,4,0,0.0,1.401196376,1
Dutch,31_2-330_1,10,0,0.0,2.041479408,1
Dutch,31_2-332_1,5,0,0.0,2.068091775,1
Dutch,31_2-334_1,6,0,0.0,2.022951223,1
Dutch,31_2-334_3,4,0,0.0,2.0300975869999998,1
Dutch,31_2-335_1,41,0,0.0,2.0201547259999995,1
Dutch,31_2-36_1,2,0,0.0,0.5167688689999994,2
Dutch,31_2-37_1,1,0,0.0,0.5103052819999996,2
Dutch,31_2-42_2,1,0,0.0,0.4996125809999996,2
Dutch,31_2-43_1,3,0,0.0,0.506201591,2
Dutch,31_2-44_1,2,0,0.0,0.5112737289999996,2
Dutch,31_2-45_1,18,0,0.0,0.4172173019999996,2
Dutch,31_2-46_1,4,0,0.0,0.4600738579999999,2
Dutch,31_2-48_2,9,0,0.0,0.5222958579999997,2
Dutch,31_2-66_5,38,0,0.0,1.9329522029999997,2
Dutch,31_2-92_1,4,0,0.0,2.4663832939999994,1
Dutch,31_2-9_2,1,0,0.0,1.1751058939999992,2
Dutch,324_1-334_1,2,0,0.0,1.0213719180000005,0
Dutch,324_1-335_1,24,0,0.0,1.018575421,0
Dutch,324_1-42_2,2,0,0.0,1.755015616,1
Dutch,324_1-43_1,2,0,0.0,1.761604626,1
Dutch,324_1-44_1,1,0,0.0,1.766676764,1
Dutch,324_1-45_1,4,0,0.0,1.846853517,1
Dutch,324_1-46_1,2,0,0.0,1.715476893,1
Dutch,324_1-48_2,7,0,0.0,1.7776988929999995,1
Dutch,324_1-66_5,8,0,0.0,1.38920107,1
Dutch,326_1-32_1,198,0,0.0,1.814603062,1
Dutch,326_1-330_1,8,0,0.0,1.0999617810000002,0
Dutch,326_1-331_1,49,0,0.0,1.0785378800000005,0
Dutch,326_1-333_1,60,0,0.0,1.065415436,0
Dutch,326_1-334_1,190,0,0.0,1.081433596,0
Dutch,326_1-334_3,12,0,0.0,1.08857996,0
Dutch,326_1-335_1,1068,0,0.0,1.0786370989999998,0
Dutch,326_1-36_1,7,0,0.0,1.832233582,1
Dutch,326_1-37_1,9,0,0.0,1.825769995,1
Dutch,326_1-38_1,1,0,0.0,1.811661103,1
Dutch,326_1-39_2,19,0,0.0,1.819614651,1
Dutch,326_1-39_5,100,0,0.0,1.824377648,1
Dutch,326_1-41_1,8,0,0.0,1.828910337,1
Dutch,326_1-42_2,61,1,0.01639344262295082,1.815077294,1
Dutch,326_1-43_1,41,0,0.0,1.8216663040000003,1
Dutch,326_1-44_1,70,0,0.0,1.826738442,1
Dutch,326_1-44_3,84,0,0.0,1.827448882,1
Dutch,326_1-44_4,11,0,0.0,1.836010608,1
Dutch,326_1-44_5,4,0,0.0,1.829832623,1
Dutch,326_1-45_1,421,0,0.0,1.906915195,1
Dutch,326_1-46_1,152,0,0.0,1.7755385709999998,1
Dutch,326_1-48_2,476,0,0.0,1.837760571,1
Dutch,326_1-51_1,8,0,0.0,1.835301718,1
Dutch,326_1-52_1,8,0,0.0,1.839836559,1
Dutch,326_1-66_2,4,0,0.0,1.4511537680000002,1
Dutch,326_1-66_3,7,0,0.0,1.456304964,1
Dutch,326_1-66_4,7,0,0.0,1.4507445420000002,1
Dutch,326_1-66_5,1314,14,0.0106544901065449,1.4492627480000002,1
Dutch,326_1-69_1,2,0,0.0,1.446414704,1
Dutch,326_1-71_1,8,0,0.0,1.458331331,1
Dutch,326_1-74_1,2,0,0.0,1.4422984410000002,1
Dutch,326_1-76_1,4,0,0.0,1.4449820190000002,1
Dutch,326_1-76_2,152,0,0.0,1.4456365840000005,1
Dutch,326_1-76_3,1,0,0.0,1.435435409,1
Dutch,326_1-78_3,2,0,0.0,1.434960078,1
Dutch,326_1-80_1,30,0,0.0,1.351644508,1
Dutch,326_1-87_1,4,0,0.0,1.5689871409999996,0
Dutch,326_1-8_1,5,0,0.0,1.6148932189999998,1
Dutch,326_1-90_1,43,0,0.0,1.7153295669999995,0
Dutch,326_1-9_2,4,0,0.0,1.610172113,1
Dutch,32_1-330_1,92,0,0.0,1.916923511,1
Dutch,32_1-331_1,48,0,0.0,1.89549961,1
Dutch,32_1-332_1,4,0,0.0,1.943535878,1
Dutch,32_1-333_1,23,0,0.0,1.882377166,1
Dutch,32_1-334_1,302,0,0.0,1.898395326,1
Dutch,32_1-334_3,132,0,0.0,1.9055416899999995,1
Dutch,32_1-335_1,1912,0,0.0,1.895598829,1
Dutch,32_1-36_1,5,0,0.0,0.114373488,2
Dutch,32_1-37_1,27,10,0.37037037037037035,0.1079099010000002,2
Dutch,32_1-39_2,3,2,0.6666666666666666,0.1738461010000001,2
Dutch,32_1-39_5,129,30,0.23255813953488372,0.1786090979999994,2
Dutch,32_1-40_1,4,0,0.0,0.1310060760000002,2
Dutch,32_1-41_1,9,9,1.0,0.138727877,2
Dutch,32_1-42_2,119,38,0.31932773109243695,0.124894834,2
Dutch,32_1-43_1,144,12,0.08333333333333333,0.1314838439999999,2
Dutch,32_1-44_1,199,121,0.6080402010050251,0.1365559819999999,2
Dutch,32_1-44_3,272,54,0.19852941176470587,0.1372664219999997,2
Dutch,32_1-44_4,10,0,0.0,0.1458281479999996,2
Dutch,32_1-44_5,4,0,0.0,0.1396501629999997,2
Dutch,32_1-45_1,1381,566,0.4098479362780594,0.4668945849999999,2
Dutch,32_1-46_1,258,93,0.36046511627906974,0.2464073789999998,2
Dutch,32_1-47_2,3,0,0.0,0.2508168940000002,2
Dutch,32_1-48_1,15,0,0.0,0.196796092,2
Dutch,32_1-48_2,761,361,0.4743758212877792,0.1919920209999994,2
Dutch,32_1-4_1,36,0,0.0,0.9009548769999998,2
Dutch,32_1-50_1,9,5,0.5555555555555556,0.1869549379999999,2
Dutch,32_1-51_1,8,8,1.0,0.1895331679999996,2
Dutch,32_1-52_1,3,0,0.0,0.1940680089999999,2
Dutch,32_1-62_1,90,0,0.0,1.7869835509999998,2
Dutch,32_1-66_3,8,0,0.0,1.815438522,2
Dutch,32_1-66_5,1530,9,0.0058823529411764705,1.8083963059999997,2
Dutch,32_1-69_1,30,0,0.0,1.805548262,2
Dutch,32_1-74_1,2,0,0.0,1.8014319989999998,2
Dutch,32_1-75_1,24,0,0.0,1.7939660359999998,2
Dutch,32_1-76_2,15,0,0.0,1.8047701419999995,2
Dutch,32_1-76_3,1,0,0.0,1.7945689669999998,2
Dutch,32_1-78_1,14,0,0.0,1.7937294739999998,2
Dutch,32_1-78_3,12,0,0.0,1.7940936359999995,2
Dutch,32_1-87_1,11,0,0.0,2.1323681049999994,1
Dutch,32_1-8_1,38,0,0.0,1.0552711029999997,2
Dutch,32_1-90_1,63,0,0.0,2.2787105309999998,1
Dutch,32_1-92_1,3,0,0.0,2.3418273969999994,1
Dutch,32_1-9_2,2,0,0.0,1.0505499969999996,2
Dutch,330_1-333_1,11,0,0.0,0.2268864529999996,0
Dutch,330_1-334_1,21,0,0.0,0.2429046130000003,0
Dutch,330_1-334_3,22,0,0.0,0.2500509769999999,0
Dutch,330_1-335_1,506,0,0.0,0.240108116,0
Dutch,330_1-34_1,5,0,0.0,1.822585893,1
Dutch,330_1-36_1,2,0,0.0,1.934554031,1
Dutch,330_1-37_1,5,0,0.0,1.928090444,1
Dutch,330_1-39_2,2,0,0.0,1.9219351,1
Dutch,330_1-39_5,81,0,0.0,1.926698097,1
Dutch,330_1-40_1,2,0,0.0,1.923508985,1
Dutch,330_1-42_1,2,0,0.0,1.918190022,1
Dutch,330_1-42_2,43,0,0.0,1.917397743,1
Dutch,330_1-43_1,68,0,0.0,1.923986753,1
Dutch,330_1-44_1,10,0,0.0,1.929058891,1
Dutch,330_1-44_3,17,0,0.0,1.929769331,1
Dutch,330_1-44_5,1,0,0.0,1.932153072,1
Dutch,330_1-45_1,500,0,0.0,2.0092356439999994,1
Dutch,330_1-46_1,60,0,0.0,1.87785902,1
Dutch,330_1-47_2,1,0,0.0,1.882268535,1
Dutch,330_1-48_1,42,0,0.0,1.944885091,1
Dutch,330_1-48_2,148,0,0.0,1.94008102,1
Dutch,330_1-4_3,6,0,0.0,1.821333672,1
Dutch,330_1-66_3,15,0,0.0,1.5586254130000003,1
Dutch,330_1-66_4,4,0,0.0,1.553064991,1
Dutch,330_1-66_5,411,0,0.0,1.551583197,1
Dutch,330_1-69_3,10,0,0.0,1.5502398390000005,1
Dutch,330_1-71_1,5,0,0.0,1.56065178,1
Dutch,330_1-74_1,8,0,0.0,1.5446188900000004,1
Dutch,330_1-76_2,8,0,0.0,1.547957033,1
Dutch,330_1-77_1,2,0,0.0,1.5360808190000002,1
Dutch,330_1-90_1,2,0,0.0,1.817650016,0
Dutch,330_1-92_1,22,0,0.0,1.8807668819999996,0
Dutch,330_1-9_2,1,0,0.0,1.7124925620000002,1
Dutch,331_1-333_1,54,0,0.0,0.2054625520000002,0
Dutch,331_1-335_1,200,0,0.0,0.2186842149999996,0
Dutch,331_1-44_1,30,0,0.0,1.90763499,1
Dutch,331_1-45_1,36,0,0.0,1.987811743,1
Dutch,331_1-46_1,23,0,0.0,1.856435119,1
Dutch,331_1-48_2,55,0,0.0,1.918657119,1
Dutch,331_1-66_5,34,0,0.0,1.530159296,1
Dutch,331_1-76_2,9,0,0.0,1.5265331320000002,1
Dutch,331_1-80_1,2,0,0.0,1.4325410560000005,1
Dutch,332_1-333_1,3,0,0.0,0.2015793679999999,0
Dutch,332_1-334_1,34,0,0.0,0.2175975280000002,0
Dutch,332_1-334_3,14,2,0.14285714285714285,0.2247438920000002,0
Dutch,332_1-335_1,614,8,0.013029315960912053,0.2148010309999999,0
Dutch,332_1-36_1,13,0,0.0,1.961166398,1
Dutch,332_1-39_2,2,0,0.0,1.948547467,1
Dutch,332_1-39_5,7,0,0.0,1.953310464,1
Dutch,332_1-42_1,1,0,0.0,1.944802389,1
Dutch,332_1-42_2,15,0,0.0,1.94401011,1
Dutch,332_1-43_1,38,0,0.0,1.9505991200000004,1
Dutch,332_1-44_1,22,0,0.0,1.9556712579999995,1
Dutch,332_1-44_3,10,0,0.0,1.956381698,1
Dutch,332_1-45_1,118,0,0.0,2.035848011,1
Dutch,332_1-46_1,32,0,0.0,1.904471387,1
Dutch,332_1-48_2,62,0,0.0,1.966693387,1
Dutch,332_1-4_1,1,0,0.0,1.847028133,1
Dutch,332_1-50_1,2,0,0.0,1.961656304,1
Dutch,332_1-52_1,4,0,0.0,1.968769375,1
Dutch,332_1-66_3,4,0,0.0,1.5852377800000002,1
Dutch,332_1-66_4,1,0,0.0,1.5796773580000003,1
Dutch,332_1-66_5,188,0,0.0,1.5781955640000005,1
Dutch,332_1-90_1,8,0,0.0,1.844262383,0
Dutch,332_1-92_1,21,0,0.0,1.907379249,0
Dutch,333_1-334_1,3,0,0.0,0.0681524040000001,0
Dutch,333_1-334_3,2,0,0.0,0.0752987680000001,0
Dutch,333_1-335_1,176,0,0.0,0.0653559069999998,0
Dutch,333_1-39_2,5,0,0.0,1.887388755,1
Dutch,333_1-39_5,8,0,0.0,1.892151752,1
Dutch,333_1-40_1,1,0,0.0,1.88896264,1
Dutch,333_1-42_2,26,0,0.0,1.882851398,1
Dutch,333_1-43_1,18,0,0.0,1.889440408,1
Dutch,333_1-44_1,3,0,0.0,1.8945125459999996,1
Dutch,333_1-44_3,33,0,0.0,1.895222986,1
Dutch,333_1-45_1,38,0,0.0,1.9746892989999996,1
Dutch,333_1-46_1,31,0,0.0,1.843312675,1
Dutch,333_1-48_2,76,0,0.0,1.905534675,1
Dutch,333_1-50_1,2,0,0.0,1.900497592,1
Dutch,333_1-51_1,1,0,0.0,1.903075822,1
Dutch,333_1-52_1,1,0,0.0,1.907610663,1
Dutch,333_1-66_5,140,0,0.0,1.5170368520000002,1
Dutch,333_1-74_1,4,0,0.0,1.510072545,1
Dutch,333_1-76_1,1,0,0.0,1.5127561229999995,1
Dutch,333_1-76_3,6,0,0.0,1.503209513,1
Dutch,333_1-77_2,4,0,0.0,1.501869724,1
Dutch,333_1-78_2,1,0,0.0,1.504052952,1
Dutch,333_1-78_3,1,0,0.0,1.502734182,1
Dutch,333_1-90_1,69,0,0.0,1.7831036709999994,0
Dutch,334_1-334_2,66,0,0.0,0.025300976,0
