species_pair,phylogeny,group,total,HGT,non_HGT
150_1-338_1,1.8245645699999995,between,42133,0,42133
150_1-48_2,2.2959414939999996,within,28,0,28
150_1-48_2,2.2959414939999996,between,12380,0,12380
152_1-26_2,2.404931192,within,27,0,27
152_1-26_2,2.404931192,between,10990,0,10990
152_1-318_56,1.676157223,within,31,0,31
152_1-318_56,1.676157223,between,9836,0,9836
152_1-326_1,1.725812909,within,51,0,51
152_1-326_1,1.725812909,between,5929,4,5925
152_1-335_1,1.806808676,within,150,0,150
152_1-335_1,1.806808676,between,134055,3,134052
152_1-338_1,1.8409744579999996,within,169,2,167
152_1-338_1,1.8409744579999996,between,88013,3,88010
152_1-46_1,2.2501293819999995,within,32,0,32
152_1-46_1,2.2501293819999995,between,15194,22,15172
152_1-48_2,2.3123513819999997,within,47,5,42
152_1-48_2,2.3123513819999997,between,25897,64,25833
152_1-66_5,1.923853559,within,107,0,107
152_1-66_5,1.923853559,between,58474,0,58474
153_1-335_1,1.837086502,within,97,0,97
153_1-335_1,1.837086502,between,81593,4,81589
153_1-338_1,1.871252284,within,58,0,58
153_1-338_1,1.871252284,between,53618,0,53618
153_1-48_2,2.3426292079999995,within,24,0,24
153_1-48_2,2.3426292079999995,between,15768,0,15768
153_1-66_5,1.9541313849999995,within,51,0,51
153_1-66_5,1.9541313849999995,between,35607,0,35607
153_2-338_1,1.871885072,within,45,0,45
153_2-338_1,1.871885072,between,30627,1,30626
153_2-48_2,2.3432619959999994,within,28,0,28
153_2-48_2,2.3432619959999994,between,8996,0,8996
153_2-66_5,1.9547641729999996,within,31,0,31
153_2-66_5,1.9547641729999996,between,20345,0,20345
154_1-318_56,1.7253663739999998,within,21,0,21
154_1-318_56,1.7253663739999998,between,2553,0,2553
154_1-335_1,1.8560178269999992,within,22,0,22
154_1-335_1,1.8560178269999992,between,34988,0,34988
161_1-335_1,1.8311846389999995,within,41,0,41
161_1-335_1,1.8311846389999995,between,11629,0,11629
170_1-226_1,1.385718093,within,42,0,42
170_1-226_1,1.385718093,between,924,0,924
170_1-48_2,2.3242304299999996,within,27,0,27
170_1-48_2,2.3242304299999996,between,6741,0,6741
170_1-66_5,1.935732607,within,30,0,30
170_1-66_5,1.935732607,between,15252,0,15252
171_1-298_1,1.578856482,within,26,0,26
171_1-298_1,1.578856482,between,136,0,136
171_1-335_1,1.868092227,within,23,0,23
171_1-335_1,1.868092227,between,34987,0,34987
171_1-66_5,1.9851371099999997,within,51,0,51
171_1-66_5,1.9851371099999997,between,15231,0,15231
175_1-335_1,2.0195783249999995,within,52,0,52
175_1-335_1,2.0195783249999995,between,23288,0,23288
175_1-338_1,2.053744107,within,51,0,51
175_1-338_1,2.053744107,between,15285,0,15285
176_1-335_1,1.9920015129999995,within,35,0,35
176_1-335_1,1.9920015129999995,between,29140,0,29140
176_1-338_1,2.0261672949999996,within,30,0,30
176_1-338_1,2.0261672949999996,between,19140,0,19140
176_2-335_1,1.990014878,within,34,0,34
176_2-335_1,1.990014878,between,29141,0,29141
176_2-338_1,2.02418066,within,40,0,40
176_2-338_1,2.02418066,between,19130,4,19126
178_1-335_1,2.0822068079999996,within,55,0,55
178_1-335_1,2.0822068079999996,between,40790,124,40666
178_1-338_1,2.11637259,within,43,0,43
178_1-338_1,2.11637259,between,26795,236,26559
178_1-45_1,2.6569041379999994,within,33,0,33
178_1-45_1,2.6569041379999994,between,13799,155,13644
178_2-335_1,2.081502443,within,21,0,21
178_2-335_1,2.081502443,between,34989,19,34970
178_2-338_1,2.1156682250000003,within,22,0,22
178_2-338_1,2.1156682250000003,between,22982,41,22941
179_1-181_3,0.04200821799999987,within,23,0,23
179_1-181_3,0.04200821799999987,between,969,0,969
179_1-229_3,1.1942607229999993,within,169,0,169
179_1-229_3,1.1942607229999993,between,15575,6,15569
179_1-233_3,1.1965933599999996,within,48,0,48
179_1-233_3,1.1965933599999996,between,2064,0,2064
179_1-26_2,2.1994098739999997,within,65,0,65
179_1-26_2,2.1994098739999997,between,15263,0,15263
179_1-335_1,1.6012873579999998,within,189,0,189
179_1-335_1,1.6012873579999998,between,186531,0,186531
179_1-338_1,1.63545314,within,187,0,187
179_1-338_1,1.63545314,between,122501,1,122500
179_1-45_1,2.1759846879999993,within,221,0,221
179_1-45_1,2.1759846879999993,between,63011,0,63011
179_1-46_1,2.0446080639999997,within,37,0,37
179_1-46_1,2.0446080639999997,between,21147,0,21147
179_1-48_2,2.106830064,within,27,0,27
179_1-48_2,2.106830064,between,36069,0,36069
179_1-66_5,1.718332241,within,93,0,93
179_1-66_5,1.718332241,between,81411,0,81411
179_1-97_1,1.350359075,within,31,0,31
179_1-97_1,1.350359075,between,9153,0,9153
17_1-335_1,1.8463955629999995,within,32,0,32
17_1-335_1,1.8463955629999995,between,11638,0,11638
17_1-338_1,1.880561345,within,70,0,70
17_1-338_1,1.880561345,between,7598,0,7598
17_1-45_1,0.6842550529999998,within,70,0,70
17_1-45_1,0.6842550529999998,between,3882,420,3462
17_1-66_5,1.7591930399999998,within,46,0,46
17_1-66_5,1.7591930399999998,between,5048,0,5048
180_1-224_1,1.1146525579999995,within,30,0,30
180_1-224_1,1.1146525579999995,between,784,0,784
180_1-226_1,1.106973482,within,55,0,55
180_1-226_1,1.106973482,between,5902,0,5902
180_1-229_3,1.206736487999999,within,56,0,56
180_1-229_3,1.206736487999999,between,18148,0,18148
180_1-238_3,1.1871801149999994,within,108,0,108
180_1-238_3,1.1871801149999994,between,2260,0,2260
180_1-333_1,1.6005414599999994,within,37,0,37
180_1-333_1,1.6005414599999994,between,1813,0,1813
180_1-334_1,1.61655962,within,55,0,55
180_1-334_1,1.61655962,between,15115,0,15115
180_1-335_1,1.6137631229999998,within,86,0,86
180_1-335_1,1.6137631229999998,between,215809,0,215809
180_1-338_1,1.6479289049999994,within,123,0,123
180_1-338_1,1.6479289049999994,between,141735,0,141735
180_1-44_3,2.1089941399999996,within,34,0,34
180_1-44_3,2.1089941399999996,between,18984,0,18984
180_1-45_1,2.1884604529999994,within,96,0,96
180_1-45_1,2.1884604529999994,between,73016,0,73016
180_1-46_1,2.0570838289999993,within,25,0,25
180_1-46_1,2.0570838289999993,between,24469,0,24469
180_1-48_2,2.1193058289999995,within,60,0,60
180_1-48_2,2.1193058289999995,between,41676,0,41676
180_1-66_5,1.7308080059999995,within,228,0,228
180_1-66_5,1.7308080059999995,between,94011,0,94011
180_1-96_1,1.3306867589999998,within,65,0,65
180_1-96_1,1.3306867589999998,between,9740,0,9740
180_1-97_1,1.3628348399999997,within,46,0,46
180_1-97_1,1.3628348399999997,between,10573,0,10573
181_3-229_3,1.2014751089999995,within,114,0,114
181_3-229_3,1.2014751089999995,between,15138,0,15138
181_3-233_3,1.2038077459999998,within,39,0,39
181_3-233_3,1.2038077459999998,between,2007,0,2007
181_3-26_2,2.206624259999999,within,22,0,22
181_3-26_2,2.206624259999999,between,14827,0,14827
181_3-330_1,1.629826426,within,24,0,24
181_3-330_1,1.629826426,between,3882,0,3882
181_3-335_1,1.6085017439999996,within,235,0,235
181_3-335_1,1.6085017439999996,between,180650,0,180650
181_3-338_1,1.6426675259999997,within,116,0,116
181_3-338_1,1.6426675259999997,between,118738,0,118738
181_3-45_1,2.1831990739999996,within,51,0,51
181_3-45_1,2.1831990739999996,between,61205,0,61205
181_3-46_1,2.0518224499999995,within,31,0,31
181_3-46_1,2.0518224499999995,between,20491,0,20491
181_3-48_2,2.1140444499999993,within,24,0,24
181_3-48_2,2.1140444499999993,between,34944,0,34944
181_3-66_5,1.7255466269999995,within,93,0,93
181_3-66_5,1.7255466269999995,between,78864,1,78863
181_3-97_1,1.3575734609999994,within,27,0,27
181_3-97_1,1.3575734609999994,between,8870,0,8870
182_1-66_5,1.7796314299999998,within,24,0,24
182_1-66_5,1.7796314299999998,between,10164,0,10164
183_1-226_1,0.6009915329999997,within,38,0,38
183_1-226_1,0.6009915329999997,between,445,0,445
183_1-66_5,1.7900497749999995,within,21,0,21
183_1-66_5,1.7900497749999995,between,7620,0,7620
186_1-48_2,2.2082040349999996,within,21,0,21
186_1-48_2,2.2082040349999996,between,4491,0,4491
186_1-66_5,1.819706212,within,52,0,52
186_1-66_5,1.819706212,between,10136,0,10136
187_1-335_1,1.7025631099999996,within,51,0,51
187_1-335_1,1.7025631099999996,between,46629,0,46629
187_1-338_1,1.7367288919999997,within,54,0,54
187_1-338_1,1.7367288919999997,between,30618,0,30618
187_1-66_5,1.8196079929999995,within,29,0,29
187_1-66_5,1.8196079929999995,between,20347,0,20347
190_1-283_1,0.6056071900000002,within,24,0,24
190_1-283_1,0.6056071900000002,between,540,0,540
192_1-229_3,0.7479316319999993,within,24,0,24
192_1-229_3,0.7479316319999993,between,5880,0,5880
192_1-318_56,1.486668008,within,28,0,28
192_1-318_56,1.486668008,between,5120,0,5120
192_1-335_1,1.617319461,within,94,0,94
192_1-335_1,1.617319461,between,69926,0,69926
192_1-338_1,1.6514852429999995,within,110,0,110
192_1-338_1,1.6514852429999995,between,45898,0,45898
192_1-44_3,2.1125504779999997,within,24,0,24
192_1-44_3,2.1125504779999997,between,6144,0,6144
192_1-45_1,2.1920167909999995,within,44,0,44
192_1-45_1,2.1920167909999995,between,23668,0,23668
192_1-46_1,2.0606401669999994,within,21,0,21
192_1-46_1,2.0606401669999994,between,7923,0,7923
192_1-48_2,2.1228621669999996,within,37,0,37
192_1-48_2,2.1228621669999996,between,13499,0,13499
192_1-66_5,1.7343643439999998,within,54,0,54
192_1-66_5,1.7343643439999998,between,30510,0,30510
193_2-201_1,0.4072462339999996,within,23,0,23
193_2-201_1,0.4072462339999996,between,4707,0,4707
193_2-229_3,0.7773298679999994,within,52,0,52
193_2-229_3,0.7773298679999994,between,42260,0,42260
193_2-26_2,2.2448402129999994,within,67,0,67
193_2-26_2,2.2448402129999994,between,41127,0,41127
193_2-298_1,0.8213007480000001,within,30,0,30
193_2-298_1,0.8213007480000001,between,2292,0,2292
193_2-318_56,1.516066244,within,87,0,87
193_2-318_56,1.516066244,between,36807,0,36807
193_2-326_1,1.56572193,within,35,0,35
193_2-326_1,1.56572193,between,22325,0,22325
193_2-32_1,2.1291028939999994,within,32,0,32
193_2-32_1,2.1291028939999994,between,42452,0,42452
193_2-334_1,1.6495141939999998,within,22,0,22
193_2-334_1,1.6495141939999998,between,35238,0,35238
193_2-334_3,1.6566605579999998,within,36,0,36
193_2-334_3,1.6566605579999998,between,19228,0,19228
193_2-335_1,1.6467176969999997,within,802,0,802
193_2-335_1,1.6467176969999997,between,501008,0,501008
193_2-338_1,1.680883479,within,539,0,539
193_2-338_1,1.680883479,between,329185,0,329185
193_2-42_2,2.1295771259999996,within,21,0,21
193_2-42_2,2.1295771259999996,between,25177,0,25177
193_2-44_3,2.141948714,within,32,0,32
193_2-44_3,2.141948714,between,44172,0,44172
193_2-45_1,2.2214150269999995,within,307,0,307
193_2-45_1,2.2214150269999995,between,169629,0,169629
193_2-46_1,2.090038403,within,53,0,53
193_2-46_1,2.090038403,between,56879,0,56879
193_2-48_2,2.1522604029999997,within,207,0,207
193_2-48_2,2.1522604029999997,between,96801,0,96801
193_2-66_5,1.76376258,within,253,0,253
193_2-66_5,1.76376258,between,218789,0,218789
193_2-96_1,0.9012801389999998,within,27,0,27
193_2-96_1,0.9012801389999998,between,22763,0,22763
193_2-97_1,0.9334282199999996,within,30,0,30
193_2-97_1,0.9334282199999996,between,24652,0,24652
196_1-335_1,1.6580677439999996,within,58,0,58
196_1-335_1,1.6580677439999996,between,46622,0,46622
196_1-338_1,1.6922335259999997,within,30,0,30
196_1-338_1,1.6922335259999997,between,30642,0,30642
196_1-66_5,1.775112627,within,45,0,45
196_1-66_5,1.775112627,between,20331,0,20331
19_1-335_1,2.0001344029999997,within,93,0,93
19_1-335_1,2.0001344029999997,between,34917,0,34917
19_1-338_1,2.034300185,within,27,0,27
19_1-338_1,2.034300185,between,22977,0,22977
19_1-45_1,0.16665202700000004,within,30,5,25
19_1-45_1,0.16665202700000004,between,11826,425,11401
19_1-66_5,1.9129318799999997,within,64,0,64
19_1-66_5,1.9129318799999997,between,15218,0,15218
201_1-20_1,2.1770232819999995,within,22,0,22
201_1-20_1,2.1770232819999995,between,7403,3,7400
201_1-229_3,0.7219910519999995,within,43,0,43
201_1-229_3,0.7219910519999995,between,27017,3,27014
201_1-26_2,2.1895013969999995,within,79,0,79
201_1-26_2,2.1895013969999995,between,26266,7,26259
201_1-318_56,1.4607274279999998,within,26,0,26
201_1-318_56,1.4607274279999998,between,23569,1,23568
201_1-326_1,1.5103831139999997,within,26,0,26
201_1-326_1,1.5103831139999997,between,14274,2,14272
201_1-32_1,2.0737640779999995,within,51,0,51
201_1-32_1,2.0737640779999995,between,27119,0,27119
201_1-330_1,1.612703563,within,55,0,55
201_1-330_1,1.612703563,between,6875,0,6875
201_1-334_1,1.594175378,within,52,0,52
201_1-334_1,1.594175378,between,22498,1,22497
201_1-335_1,1.5913788809999996,within,432,0,432
201_1-335_1,1.5913788809999996,between,320493,8,320485
201_1-338_1,1.6255446629999997,within,291,0,291
201_1-338_1,1.6255446629999997,between,210579,9,210570
201_1-39_5,2.0835386639999993,within,24,0,24
201_1-39_5,2.0835386639999993,between,10921,0,10921
201_1-42_2,2.0742383099999997,within,53,0,53
201_1-42_2,2.0742383099999997,between,16062,0,16062
201_1-43_1,2.0808273199999996,within,38,0,38
201_1-43_1,2.0808273199999996,between,12172,0,12172
201_1-44_1,2.0858994579999997,within,25,0,25
201_1-44_1,2.0858994579999997,between,13835,0,13835
201_1-44_3,2.0866098979999994,within,60,0,60
201_1-44_3,2.0866098979999994,between,28210,0,28210
201_1-45_1,2.1660762109999996,within,112,0,112
201_1-45_1,2.1660762109999996,between,108568,0,108568
201_1-46_1,2.0346995869999995,within,64,0,64
201_1-46_1,2.0346995869999995,between,36346,0,36346
201_1-48_2,2.0969215869999993,within,185,0,185
201_1-48_2,2.0969215869999993,between,61855,0,61855
201_1-66_5,1.7084237639999995,within,192,0,192
201_1-66_5,1.7084237639999995,between,139893,0,139893
203_1-335_1,1.6193738559999995,within,80,0,80
203_1-335_1,1.6193738559999995,between,93280,0,93280
203_1-338_1,1.6535396379999996,within,44,0,44
203_1-338_1,1.6535396379999996,between,61300,0,61300
203_1-45_1,2.194071185999999,within,34,0,34
203_1-45_1,2.194071185999999,between,31582,1,31581
203_1-48_2,2.1249165619999997,within,58,0,58
203_1-48_2,2.1249165619999997,between,17990,1,17989
203_1-66_5,1.736418739,within,24,0,24
203_1-66_5,1.736418739,between,40728,0,40728
204_1-20_1,2.2195157689999996,within,37,0,37
204_1-20_1,2.2195157689999996,between,6848,3,6845
204_1-26_2,2.231993883999999,within,38,4,34
204_1-26_2,2.231993883999999,between,24391,8,24383
204_1-308_1,1.6042609699999997,within,37,0,37
204_1-308_1,1.6042609699999997,between,473,0,473
204_1-335_1,1.6338713679999992,within,178,0,178
204_1-335_1,1.6338713679999992,between,297407,2,297405
204_1-337_1,1.6758618849999996,within,25,0,25
204_1-337_1,1.6758618849999996,between,1913,0,1913
204_1-338_1,1.6680371499999995,within,140,0,140
204_1-338_1,1.6680371499999995,between,195394,4,195390
204_1-44_3,2.1291023849999995,within,27,1,26
204_1-44_3,2.1291023849999995,between,26187,23,26164
204_1-45_1,2.208568697999999,within,116,0,116
204_1-45_1,2.208568697999999,between,100660,96,100564
204_1-46_1,2.0771920739999996,within,25,1,24
204_1-46_1,2.0771920739999996,between,33737,36,33701
204_1-48_2,2.1394140739999994,within,71,2,69
204_1-48_2,2.1394140739999994,between,57457,83,57374
204_1-66_5,1.7509162509999996,within,224,0,224
204_1-66_5,1.7509162509999996,between,129673,0,129673
204_1-92_1,0.7915248279999996,within,24,0,24
204_1-92_1,0.7915248279999996,between,1914,0,1914
204_1-97_1,0.9205818909999994,within,58,0,58
204_1-97_1,0.9205818909999994,between,14579,0,14579
209_1-335_1,1.262013578,within,41,0,41
209_1-335_1,1.262013578,between,11629,0,11629
209_1-338_1,1.2961793599999998,within,22,0,22
209_1-338_1,1.2961793599999998,between,7646,0,7646
20_1-226_1,2.3182823059999995,within,43,0,43
20_1-226_1,2.3182823059999995,between,21692,0,21692
20_1-26_2,0.13997712100000026,within,116,73,43
20_1-26_2,0.13997712100000026,between,64549,12940,51609
20_1-298_1,2.4620161919999997,within,68,0,68
20_1-298_1,2.4620161919999997,between,3577,0,3577
20_1-318_49,1.8716213019999997,within,52,0,52
20_1-318_49,1.8716213019999997,between,488,0,488
20_1-318_56,1.86820658,within,72,0,72
20_1-318_56,1.86820658,between,57843,0,57843
20_1-326_1,1.917862266,within,39,0,39
20_1-326_1,1.917862266,between,35061,0,35061
20_1-32_1,0.47784165599999984,within,124,41,83
20_1-32_1,0.47784165599999984,between,66566,5739,60827
20_1-330_1,2.020182715,within,22,0,22
20_1-330_1,2.020182715,between,16988,0,16988
20_1-332_1,2.046795082,within,25,0,25
20_1-332_1,2.046795082,between,8480,0,8480
20_1-334_1,2.0016545299999997,within,77,0,77
20_1-334_1,2.0016545299999997,between,55273,0,55273
20_1-334_3,2.008800894,within,31,0,31
20_1-334_3,2.008800894,between,30209,0,30209
20_1-335_1,1.9988580329999996,within,1148,0,1148
20_1-335_1,1.9988580329999996,between,786577,4,786573
20_1-336_1,2.016846581,within,22,0,22
20_1-336_1,2.016846581,between,17798,4,17794
20_1-338_1,2.033023815,within,601,0,601
20_1-338_1,2.033023815,between,516989,10,516979
20_1-39_2,0.4828532449999998,within,22,5,17
20_1-39_2,0.4828532449999998,between,7268,1584,5684
20_1-39_5,0.4876162420000001,within,71,22,49
20_1-39_5,0.4876162420000001,between,26794,4739,22055
20_1-42_2,0.478315888,within,72,23,49
20_1-42_2,0.478315888,between,39483,4833,34650
20_1-43_1,0.4849048980000003,within,40,19,21
20_1-43_1,0.4849048980000003,between,29930,5708,24222
20_1-44_3,0.4906874760000002,within,107,32,75
20_1-44_3,0.4906874760000002,between,69283,13262,56021
20_1-45_1,0.1653756569999998,within,505,97,408
20_1-45_1,0.1653756569999998,between,266255,52491,213764
20_1-46_1,0.43877716499999986,within,100,34,66
20_1-46_1,0.43877716499999986,between,89270,17596,71674
20_1-48_2,0.5009991650000001,within,309,112,197
20_1-48_2,0.5009991650000001,between,151971,35030,116941
20_1-50_1,0.4959620819999997,within,22,3,19
20_1-50_1,0.4959620819999997,between,7538,2131,5407
20_1-66_5,1.91165551,within,434,1,433
20_1-66_5,1.91165551,between,343411,24,343387
20_1-96_1,2.541995583,within,26,0,26
20_1-96_1,2.541995583,between,35749,1,35748
20_1-97_1,2.5741436639999997,within,126,0,126
20_1-97_1,2.5741436639999997,between,38619,0,38619
20_1-9_2,1.1538092009999996,within,28,24,4
20_1-9_2,1.1538092009999996,between,2942,635,2307
210_1-335_1,1.5603203049999996,within,67,0,67
210_1-335_1,1.5603203049999996,between,23273,20,23253
210_1-66_5,1.677365188,within,34,0,34
210_1-66_5,1.677365188,between,10154,0,10154
211_1-219_1,1.378846348,within,90,0,90
211_1-219_1,1.378846348,between,1035,0,1035
211_1-226_1,1.3986948529999996,within,46,0,46
211_1-226_1,1.3986948529999996,between,2369,0,2369
211_1-326_1,1.2274349250000005,within,101,0,101
211_1-326_1,1.2274349250000005,between,3799,1,3798
211_1-334_1,1.311227189,within,37,0,37
211_1-334_1,1.311227189,between,6113,6,6107
211_1-337_1,1.350421209,within,27,0,27
211_1-337_1,1.350421209,between,543,134,409
211_1-66_5,1.425475575,within,85,0,85
211_1-66_5,1.425475575,between,38120,0,38120
211_1-76_2,1.4218494110000002,within,57,0,57
211_1-76_2,1.4218494110000002,between,828,0,828
211_1-96_1,1.62240813,within,27,0,27
211_1-96_1,1.62240813,between,3948,0,3948
217_1-229_3,0.9928480349999992,within,24,0,24
217_1-229_3,0.9928480349999992,between,2928,0,2928
217_1-338_1,1.6685478239999998,within,77,0,77
217_1-338_1,1.6685478239999998,between,22927,0,22927
219_1-225_1,0.2288381989999997,within,30,0,30
219_1-225_1,0.2288381989999997,between,645,4,641
219_1-238_1,0.4676232179999995,within,24,0,24
219_1-238_1,0.4676232179999995,between,876,0,876
219_1-326_1,1.6317936329999996,within,245,0,245
219_1-326_1,1.6317936329999996,between,19255,0,19255
219_1-32_1,2.1951745969999994,within,159,0,159
219_1-32_1,2.1951745969999994,between,36891,0,36891
219_1-331_1,1.712690181,within,45,0,45
219_1-331_1,1.712690181,between,1755,0,1755
219_1-334_1,1.7155858969999995,within,42,0,42
219_1-334_1,1.7155858969999995,between,30708,0,30708
219_1-335_1,1.7127893999999997,within,921,0,921
219_1-335_1,1.7127893999999997,between,436704,0,436704
219_1-336_1,1.7307779479999998,within,42,0,42
219_1-336_1,1.7307779479999998,between,9858,0,9858
219_1-337_1,1.7547799169999994,within,270,0,270
219_1-337_1,1.7547799169999994,between,2580,0,2580
219_1-338_1,1.7469551819999996,within,495,0,495
219_1-338_1,1.7469551819999996,between,287055,0,287055
219_1-44_1,2.207309976999999,within,28,0,28
219_1-44_1,2.207309976999999,between,18872,0,18872
219_1-44_3,2.2080204169999997,within,84,0,84
219_1-44_3,2.2080204169999997,between,38466,0,38466
219_1-48_2,2.2183321059999996,within,66,0,66
219_1-48_2,2.2183321059999996,between,84534,128,84406
219_1-66_5,1.829834283,within,219,0,219
219_1-66_5,1.829834283,between,190806,0,190806
219_1-67_2,1.8293059809999996,within,42,0,42
219_1-67_2,1.8293059809999996,between,1083,0,1083
219_1-75_1,1.815404013,within,36,0,36
219_1-75_1,1.815404013,between,939,0,939
219_1-76_2,1.826208119,within,123,0,123
219_1-76_2,1.826208119,between,4302,0,4302
219_1-80_1,1.7322160429999998,within,60,0,60
219_1-80_1,1.7322160429999998,between,615,0,615
21_1-335_1,1.999299036,within,30,0,30
21_1-335_1,1.999299036,between,5805,0,5805
223_1-26_2,2.3437899729999994,within,33,0,33
223_1-26_2,2.3437899729999994,between,44993,6,44987
223_1-283_1,1.30077813,within,112,0,112
223_1-283_1,1.30077813,between,8724,0,8724
223_1-318_56,1.6150160039999997,within,91,0,91
223_1-318_56,1.6150160039999997,between,40235,0,40235
223_1-326_1,1.6646716899999996,within,21,0,21
223_1-326_1,1.6646716899999996,between,24419,1,24418
223_1-32_1,2.2280526539999994,within,36,0,36
223_1-32_1,2.2280526539999994,between,46400,14,46386
223_1-330_1,1.766992139,within,24,0,24
223_1-330_1,1.766992139,between,11820,0,11820
223_1-334_3,1.7556103179999991,within,32,0,32
223_1-334_3,1.7556103179999991,between,21024,0,21024
223_1-335_1,1.7456674569999997,within,735,0,735
223_1-335_1,1.7456674569999997,between,547755,1,547754
223_1-337_1,1.7876579739999998,within,350,0,350
223_1-337_1,1.7876579739999998,between,3222,0,3222
223_1-338_1,1.7798332389999996,within,568,0,568
223_1-338_1,1.7798332389999996,between,359828,14,359814
223_1-41_1,2.2423599289999996,within,42,0,42
223_1-41_1,2.2423599289999996,between,710,0,710
223_1-42_2,2.2285268859999996,within,26,0,26
223_1-42_2,2.2285268859999996,between,27516,12,27504
223_1-44_1,2.2401880339999996,within,32,0,32
223_1-44_1,2.2401880339999996,between,23656,13,23643
223_1-44_3,2.2408984739999993,within,88,2,86
223_1-44_3,2.2408984739999993,between,48228,17,48211
223_1-45_1,2.3203647869999995,within,190,1,189
223_1-45_1,2.3203647869999995,between,185554,88,185466
223_1-46_1,2.188988162999999,within,80,5,75
223_1-46_1,2.188988162999999,between,62148,29,62119
223_1-48_2,2.251210162999999,within,141,0,141
223_1-48_2,2.251210162999999,between,105891,45,105846
223_1-66_5,1.8627123399999992,within,517,0,517
223_1-66_5,1.8627123399999992,between,238901,0,238901
223_1-77_1,1.8472099619999995,within,22,0,22
223_1-77_1,1.8472099619999995,between,166,0,166
223_1-78_3,1.8484096699999997,within,53,0,53
223_1-78_3,1.8484096699999997,between,981,0,981
223_1-96_1,0.7113629529999996,within,75,0,75
223_1-96_1,0.7113629529999996,between,24835,0,24835
224_1-226_1,0.05498593200000012,within,40,0,40
224_1-226_1,0.05498593200000012,between,3502,144,3358
224_1-283_1,1.2954276539999996,within,21,0,21
224_1-283_1,1.2954276539999996,between,2047,0,2047
224_1-326_1,1.6593212139999998,within,27,0,27
224_1-326_1,1.6593212139999998,between,5693,0,5693
224_1-335_1,1.7403169809999997,within,158,0,158
224_1-335_1,1.7403169809999997,between,128212,1,128211
224_1-336_1,1.758305529,within,34,0,34
224_1-336_1,1.758305529,between,2870,2,2868
224_1-338_1,1.7744827629999995,within,121,0,121
224_1-338_1,1.7744827629999995,between,84227,41,84186
224_1-45_1,2.315014310999999,within,59,0,59
224_1-45_1,2.315014310999999,between,43413,0,43413
224_1-48_2,2.245859687,within,41,0,41
224_1-48_2,2.245859687,between,24775,1,24774
224_1-66_5,1.857361864,within,154,0,154
224_1-66_5,1.857361864,between,55880,0,55880
225_1-330_1,1.7606627469999998,within,24,0,24
225_1-330_1,1.7606627469999998,between,1110,0,1110
225_1-335_1,1.739338065,within,66,0,66
225_1-335_1,1.739338065,between,52449,0,52449
225_1-338_1,1.7735038469999995,within,43,0,43
225_1-338_1,1.7735038469999995,between,34463,0,34463
226_1-226_2,0.00747825000000013,within,51,2,49
226_1-226_2,0.00747825000000013,between,12024,298,11726
226_1-229_3,0.5045252279999999,within,76,0,76
226_1-229_3,0.5045252279999999,between,79136,249,78887
226_1-234_2,0.4966399899999998,within,30,0,30
226_1-234_2,0.4966399899999998,between,2224,0,2224
226_1-26_2,2.3307604209999995,within,41,0,41
226_1-26_2,2.3307604209999995,between,77078,0,77078
226_1-283_1,1.287748578,within,471,0,471
226_1-283_1,1.287748578,between,14663,0,14663
226_1-318_56,1.6019864519999998,within,51,0,51
226_1-318_56,1.6019864519999998,between,69018,0,69018
226_1-326_1,1.6516421379999997,within,218,0,218
226_1-326_1,1.6516421379999997,between,41642,0,41642
226_1-32_1,2.2150231019999995,within,202,0,202
226_1-32_1,2.2150231019999995,between,79332,0,79332
226_1-330_1,1.753962587,within,47,0,47
226_1-330_1,1.753962587,between,20239,0,20239
226_1-334_1,1.735434402,within,71,0,71
226_1-334_1,1.735434402,between,65939,14,65925
226_1-334_3,1.7425807659999994,within,25,0,25
226_1-334_3,1.7425807659999994,between,36039,0,36039
226_1-335_1,1.7326379049999996,within,1315,2,1313
226_1-335_1,1.7326379049999996,between,938120,52,938068
226_1-336_1,1.7506264529999995,within,44,0,44
226_1-336_1,1.7506264529999995,between,21208,1,21207
226_1-338_1,1.7668036869999997,within,448,0,448
226_1-338_1,1.7668036869999997,between,616826,129,616697
226_1-39_5,2.2247976879999993,within,73,0,73
226_1-39_5,2.2247976879999993,between,31966,0,31966
226_1-42_2,2.2154973339999997,within,29,0,29
226_1-42_2,2.2154973339999997,between,47144,1,47143
226_1-43_1,2.2220863439999996,within,26,0,26
226_1-43_1,2.2220863439999996,between,35716,0,35716
226_1-44_1,2.2271584819999997,within,33,0,33
226_1-44_1,2.2271584819999997,between,40539,0,40539
226_1-44_3,2.2278689219999994,within,64,0,64
226_1-44_3,2.2278689219999994,between,82690,0,82690
226_1-45_1,2.3073352349999996,within,221,0,221
226_1-45_1,2.3073352349999996,between,317915,0,317915
226_1-46_1,2.1759586109999995,within,92,0,92
226_1-46_1,2.1759586109999995,between,106490,1,106489
226_1-48_2,2.2381806109999993,within,272,14,258
226_1-48_2,2.2381806109999993,between,181336,134,181202
226_1-50_1,2.233143528,within,41,0,41
226_1-50_1,2.233143528,between,8975,11,8964
226_1-66_5,1.8496827879999995,within,906,0,906
226_1-66_5,1.8496827879999995,between,409161,0,409161
226_1-76_2,1.8460566239999996,within,48,0,48
226_1-76_2,1.8460566239999996,between,9451,0,9451
226_1-96_1,0.6983334009999997,within,53,0,53
226_1-96_1,0.6983334009999997,between,42612,11,42601
