species_pair,phylogeny,group,total,HGT,non_HGT
226_1-97_1,0.7304814819999996,within,95,7,88
226_1-97_1,0.7304814819999996,between,46112,109,46003
226_2-229_3,0.5043484299999998,within,27,0,27
226_2-229_3,0.5043484299999998,between,36873,0,36873
226_2-26_2,2.330583622999999,within,66,0,66
226_2-26_2,2.330583622999999,between,35859,0,35859
226_2-26_3,2.3196905649999993,within,32,0,32
226_2-26_3,2.3196905649999993,between,3868,0,3868
226_2-283_1,1.28757178,within,32,0,32
226_2-283_1,1.28757178,between,7018,0,7018
226_2-318_56,1.6018096539999995,within,33,0,33
226_2-318_56,1.6018096539999995,between,32142,0,32142
226_2-326_1,1.6514653399999997,within,43,0,43
226_2-326_1,1.6514653399999997,between,19457,0,19457
226_2-32_1,2.2148463039999995,within,174,0,174
226_2-32_1,2.2148463039999995,between,36876,0,36876
226_2-334_1,1.7352576039999998,within,78,0,78
226_2-334_1,1.7352576039999998,between,30672,0,30672
226_2-335_1,1.7324611069999996,within,794,0,794
226_2-335_1,1.7324611069999996,between,436831,0,436831
226_2-338_1,1.7666268889999996,within,380,0,380
226_2-338_1,1.7666268889999996,between,287170,0,287170
226_2-42_2,2.2153205359999997,within,61,0,61
226_2-42_2,2.2153205359999997,between,21914,0,21914
226_2-43_1,2.2219095459999996,within,45,0,45
226_2-43_1,2.2219095459999996,between,16605,0,16605
226_2-44_1,2.2269816839999996,within,42,0,42
226_2-44_1,2.2269816839999996,between,18858,0,18858
226_2-44_3,2.2276921239999994,within,59,0,59
226_2-44_3,2.2276921239999994,between,38491,0,38491
226_2-45_1,2.3071584369999996,within,284,0,284
226_2-45_1,2.3071584369999996,between,147916,0,147916
226_2-46_1,2.1757818129999995,within,98,0,98
226_2-46_1,2.1757818129999995,between,49552,0,49552
226_2-48_2,2.2380038129999993,within,139,0,139
226_2-48_2,2.2380038129999993,between,84461,0,84461
226_2-66_5,1.8495059899999995,within,206,0,206
226_2-66_5,1.8495059899999995,between,190819,0,190819
226_2-97_1,0.7303046839999996,within,38,0,38
226_2-97_1,0.7303046839999996,between,21487,0,21487
228_1-229_3,0.2348490529999996,within,58,0,58
228_1-229_3,0.2348490529999996,between,8306,1,8305
228_1-26_2,2.450956919999999,within,25,0,25
228_1-26_2,2.450956919999999,between,8118,0,8118
228_1-334_1,1.855630901,within,24,0,24
228_1-334_1,1.855630901,between,6946,0,6946
228_1-335_1,1.8528344039999995,within,81,0,81
228_1-335_1,1.8528344039999995,between,99114,0,99114
228_1-338_1,1.8870001859999996,within,137,44,93
228_1-338_1,1.8870001859999996,between,65041,0,65041
228_1-45_1,2.427531733999999,within,94,0,94
228_1-45_1,2.427531733999999,between,33498,0,33498
228_1-46_1,2.2961551099999995,within,23,0,23
228_1-46_1,2.2961551099999995,between,11231,0,11231
228_1-48_2,2.3583771099999997,within,37,1,36
228_1-48_2,2.3583771099999997,between,19139,0,19139
228_1-66_5,1.969879287,within,67,0,67
228_1-66_5,1.969879287,between,43232,0,43232
228_2-32_1,2.3331907689999993,within,23,0,23
228_2-32_1,2.3331907689999993,between,5411,0,5411
228_2-335_1,1.8508055719999992,within,30,0,30
228_2-335_1,1.8508055719999992,between,64155,0,64155
228_2-338_1,1.884971354,within,21,0,21
228_2-338_1,1.884971354,between,42153,1,42152
228_2-45_1,2.4255029019999994,within,61,0,61
228_2-45_1,2.4255029019999994,between,21675,0,21675
228_2-66_5,1.967850455,within,37,0,37
228_2-66_5,1.967850455,between,27980,0,27980
229_1-229_3,0.01991155599999983,within,32,12,20
229_1-229_3,0.01991155599999983,between,2428,29,2399
229_1-335_1,1.8319758029999995,within,28,0,28
229_1-335_1,1.8319758029999995,between,29147,0,29147
229_2-335_1,1.8354805289999996,within,41,0,41
229_2-335_1,1.8354805289999996,between,29134,0,29134
229_2-338_1,1.8696463109999992,within,26,0,26
229_2-338_1,1.8696463109999992,between,19144,0,19144
229_3-230_1,0.20428576399999976,within,49,0,49
229_3-230_1,0.20428576399999976,between,2411,0,2411
229_3-233_1,0.21548765499999956,within,84,3,81
229_3-233_1,0.21548765499999956,between,10740,93,10647
229_3-233_2,0.21806388499999985,within,37,0,37
229_3-233_2,0.21806388499999985,between,3407,20,3387
229_3-233_3,0.2167481969999998,within,340,2,338
229_3-233_3,0.2167481969999998,between,32132,295,31837
229_3-234_1,0.2098849099999995,within,22,0,22
229_3-234_1,0.2098849099999995,between,1946,25,1921
229_3-234_2,0.20653032199999988,within,144,0,144
229_3-234_2,0.20653032199999988,between,6744,20,6724
229_3-234_3,0.21649369200000024,within,21,0,21
229_3-234_3,0.21649369200000024,between,1947,11,1936
229_3-238_3,0.12898151299999985,within,152,0,152
229_3-238_3,0.12898151299999985,between,31336,254,31082
229_3-239_1,0.12898465300000028,within,30,0,30
229_3-239_1,0.12898465300000028,between,12270,273,11997
229_3-240_1,0.2164921629999994,within,74,0,74
229_3-240_1,0.2164921629999994,between,15178,0,15178
229_3-267_1,1.4943271309999997,within,30,0,30
229_3-267_1,1.4943271309999997,between,3414,0,3414
229_3-26_2,2.4305234269999993,within,438,0,438
229_3-26_2,2.4305234269999993,between,235230,6,235224
229_3-26_3,2.4196303689999987,within,28,0,28
229_3-26_3,2.4196303689999987,between,25556,0,25556
229_3-283_1,1.3875115839999994,within,73,0,73
229_3-283_1,1.3875115839999994,between,46175,0,46175
229_3-294_2,1.0751365769999994,within,78,0,78
229_3-294_2,1.0751365769999994,between,10746,0,10746
229_3-298_1,0.9440897959999992,within,71,26,45
229_3-298_1,0.9440897959999992,between,13213,614,12599
229_3-318_18,1.7044183439999994,within,30,0,30
229_3-318_18,1.7044183439999994,between,2430,0,2430
229_3-318_40,1.7022115689999993,within,40,0,40
229_3-318_40,1.7022115689999993,between,9308,1,9307
229_3-318_54,1.7041260059999994,within,139,0,139
229_3-318_54,1.7041260059999994,between,30857,0,30857
229_3-318_56,1.7017494579999994,within,320,0,320
229_3-318_56,1.7017494579999994,between,210748,0,210748
229_3-318_79,1.7019142539999994,within,25,0,25
229_3-318_79,1.7019142539999994,between,1451,1,1450
229_3-326_1,1.7514051439999996,within,212,0,212
229_3-326_1,1.7514051439999996,between,127708,0,127708
229_3-32_1,2.3147861079999994,within,508,0,508
229_3-32_1,2.3147861079999994,between,242540,0,242540
229_3-330_1,1.8537255929999992,within,94,0,94
229_3-330_1,1.8537255929999992,between,61898,0,61898
229_3-332_1,1.8803379599999992,within,61,0,61
229_3-332_1,1.8803379599999992,between,30935,0,30935
229_3-333_1,1.819179247999999,within,54,0,54
229_3-333_1,1.819179247999999,between,24546,0,24546
229_3-334_1,1.835197408,within,440,2,438
229_3-334_1,1.835197408,between,201280,0,201280
229_3-334_3,1.842343771999999,within,239,0,239
229_3-334_3,1.842343771999999,between,109969,0,109969
229_3-335_1,1.8324009109999997,within,3430,12,3418
229_3-335_1,1.8324009109999997,between,2867390,2,2867388
229_3-336_1,1.8503894589999992,within,138,0,138
229_3-336_1,1.8503894589999992,between,64806,0,64806
229_3-338_1,1.8665666929999991,within,2623,19,2604
229_3-338_1,1.8665666929999991,between,1883705,127,1883578
229_3-36_1,2.3324166279999994,within,52,0,52
229_3-36_1,2.3324166279999994,between,20612,0,20612
229_3-37_1,2.325953040999999,within,23,0,23
229_3-37_1,2.325953040999999,between,22117,0,22117
229_3-39_2,2.3197976969999994,within,26,0,26
229_3-39_2,2.3197976969999994,between,26542,0,26542
229_3-39_5,2.324560693999999,within,148,0,148
229_3-39_5,2.324560693999999,between,97760,0,97760
229_3-40_1,2.3213715819999994,within,76,0,76
229_3-40_1,2.3213715819999994,between,14684,0,14684
229_3-42_2,2.3152603399999996,within,285,0,285
229_3-42_2,2.3152603399999996,between,143871,0,143871
229_3-43_1,2.3218493499999995,within,140,0,140
229_3-43_1,2.3218493499999995,between,109084,0,109084
229_3-44_1,2.326921487999999,within,203,0,203
229_3-44_1,2.326921487999999,between,123781,0,123781
229_3-44_3,2.3276319279999993,within,543,0,543
229_3-44_3,2.3276319279999993,between,252345,0,252345
229_3-45_1,2.407098240999999,within,1566,0,1566
229_3-45_1,2.407098240999999,between,970626,0,970626
229_3-46_1,2.275721616999999,within,742,0,742
229_3-46_1,2.275721616999999,between,324962,0,324962
229_3-48_2,2.337943616999999,within,763,1,762
229_3-48_2,2.337943616999999,between,554213,0,554213
229_3-50_1,2.3329065339999993,within,31,0,31
229_3-50_1,2.3329065339999993,between,27521,0,27521
229_3-52_1,2.3400196049999993,within,46,0,46
229_3-52_1,2.3400196049999993,between,33410,0,33410
229_3-66_5,1.9494457939999992,within,1437,0,1437
229_3-66_5,1.9494457939999992,between,1251687,0,1251687
229_3-76_2,1.9458196299999997,within,26,0,26
229_3-76_2,1.9458196299999997,between,29002,0,29002
229_3-90_1,0.6380705589999995,within,129,0,129
229_3-90_1,0.6380705589999995,between,57927,4,57923
229_3-92_1,0.7011874249999992,within,41,0,41
229_3-92_1,0.7011874249999992,between,18655,34,18621
229_3-96_1,0.7980964069999996,within,196,0,196
229_3-96_1,0.7980964069999996,between,130184,72,130112
229_3-97_1,0.8302444879999995,within,209,0,209
229_3-97_1,0.8302444879999995,between,140995,0,140995
229_3-99_2,0.6301850149999999,within,32,0,32
229_3-99_2,0.6301850149999999,between,10300,0,10300
22_1-66_5,1.920015309,within,22,0,22
22_1-66_5,1.920015309,between,7619,0,7619
22_2-335_1,2.0097629869999993,within,55,0,55
22_2-335_1,2.0097629869999993,between,64130,1,64129
22_2-336_1,2.027751535,within,26,0,26
22_2-336_1,2.027751535,between,1426,1,1425
22_2-338_1,2.043928769,within,83,0,83
22_2-338_1,2.043928769,between,42091,3,42088
22_2-39_5,0.498521196,within,30,30,0
22_2-39_5,0.498521196,between,2159,433,1726
22_2-43_1,0.4958098520000003,within,25,19,6
22_2-43_1,0.4958098520000003,between,2417,572,1845
22_2-44_3,0.5015924300000001,within,34,4,30
22_2-44_3,0.5015924300000001,between,5620,1649,3971
22_2-45_1,0.1762806109999997,within,60,38,22
22_2-45_1,0.1762806109999997,between,21676,6103,15573
22_2-48_2,0.511904119,within,74,72,2
22_2-48_2,0.511904119,between,12334,3841,8493
22_2-97_1,2.5850486179999996,within,22,0,22
22_2-97_1,2.5850486179999996,between,3135,0,3135
230_1-338_1,1.856436897,within,24,0,24
230_1-338_1,1.856436897,between,19146,0,19146
230_1-45_1,2.3969684449999993,within,27,0,27
230_1-45_1,2.3969684449999993,between,9853,0,9853
230_1-66_5,1.9393159979999997,within,26,0,26
230_1-66_5,1.9393159979999997,between,12709,0,12709
233_1-238_3,0.1959312820000001,within,30,0,30
233_1-238_3,0.1959312820000001,between,1378,7,1371
233_1-334_1,1.836269503,within,32,0,32
233_1-334_1,1.836269503,between,8988,0,8988
233_1-335_1,1.8334730059999995,within,120,0,120
233_1-335_1,1.8334730059999995,between,128250,0,128250
233_1-338_1,1.8676387879999996,within,125,0,125
233_1-338_1,1.8676387879999996,between,84223,0,84223
233_1-42_2,2.3163324349999996,within,27,0,27
233_1-42_2,2.3163324349999996,between,6419,0,6419
233_1-44_3,2.328704023,within,21,0,21
233_1-44_3,2.328704023,between,11287,0,11287
233_1-45_1,2.408170335999999,within,85,0,85
233_1-45_1,2.408170335999999,between,43387,0,43387
233_1-48_2,2.3390157119999997,within,66,0,66
233_1-48_2,2.3390157119999997,between,24750,0,24750
233_1-66_5,1.950517889,within,73,0,73
233_1-66_5,1.950517889,between,55961,0,55961
233_2-338_1,1.8702150179999997,within,51,0,51
233_2-338_1,1.8702150179999997,between,26787,0,26787
233_2-45_1,2.4107465659999994,within,49,0,49
233_2-45_1,2.4107465659999994,between,13783,0,13783
233_3-238_3,0.1971918239999999,within,60,0,60
233_3-238_3,0.1971918239999999,between,4164,42,4122
233_3-26_2,2.4328560639999997,within,70,0,70
233_3-26_2,2.4328560639999997,between,31544,0,31544
233_3-318_54,1.7064586429999995,within,24,0,24
233_3-318_54,1.7064586429999995,between,4134,0,4134
233_3-318_56,1.7040820949999995,within,31,0,31
233_3-318_56,1.7040820949999995,between,28283,0,28283
233_3-326_1,1.753737781,within,57,0,57
233_3-326_1,1.753737781,between,17103,0,17103
233_3-32_1,2.3171187449999997,within,37,0,37
233_3-32_1,2.3171187449999997,between,32567,0,32567
233_3-334_1,1.837530045,within,35,0,35
233_3-334_1,1.837530045,between,27025,0,27025
233_3-334_3,1.8446764089999996,within,60,0,60
233_3-334_3,1.8446764089999996,between,14724,0,14724
233_3-335_1,1.834733548,within,298,2,296
233_3-335_1,1.834733548,between,384812,0,384812
233_3-336_1,1.8527220959999997,within,43,0,43
233_3-336_1,1.8527220959999997,between,8669,0,8669
233_3-338_1,1.8688993299999992,within,432,48,384
233_3-338_1,1.8688993299999992,between,252612,49,252563
233_3-42_2,2.317592977,within,59,0,59
233_3-42_2,2.317592977,between,19279,0,19279
233_3-44_1,2.3292541249999994,within,25,0,25
233_3-44_1,2.3292541249999994,between,16607,0,16607
233_3-44_3,2.3299645649999996,within,50,0,50
233_3-44_3,2.3299645649999996,between,33874,0,33874
233_3-45_1,2.4094308779999993,within,378,0,378
233_3-45_1,2.4094308779999993,between,130038,0,130038
233_3-46_1,2.2780542539999993,within,46,0,46
233_3-46_1,2.2780542539999993,between,43646,0,43646
233_3-48_2,2.3402762539999995,within,124,1,123
233_3-48_2,2.3402762539999995,between,74324,0,74324
233_3-66_5,1.9517784309999997,within,165,0,165
233_3-66_5,1.9517784309999997,between,167937,0,167937
233_3-76_2,1.948152267,within,34,0,34
233_3-76_2,1.948152267,between,3860,0,3860
233_3-97_1,0.8325771249999998,within,39,0,39
233_3-97_1,0.8325771249999998,between,18903,0,18903
234_1-335_1,1.8278702609999995,within,70,0,70
234_1-335_1,1.8278702609999995,between,23270,0,23270
234_1-338_1,1.8620360429999996,within,25,0,25
234_1-338_1,1.8620360429999996,between,15311,0,15311
234_1-45_1,2.402567590999999,within,25,0,25
234_1-45_1,2.402567590999999,between,7879,0,7879
234_2-335_1,1.8245156729999992,within,51,0,51
234_2-335_1,1.8245156729999992,between,81639,0,81639
234_2-338_1,1.8586814549999997,within,42,0,42
234_2-338_1,1.8586814549999997,between,53634,0,53634
234_2-45_1,2.3992130029999994,within,28,0,28
234_2-45_1,2.3992130029999994,between,27636,0,27636
234_2-66_5,1.941560555999999,within,22,0,22
234_2-66_5,1.941560555999999,between,35636,0,35636
234_4-338_1,1.866742076,within,35,0,35
234_4-338_1,1.866742076,between,3799,0,3799
234_5-338_1,1.870058036,within,21,0,21
234_5-338_1,1.870058036,between,15315,0,15315
234_5-45_1,2.410589584,within,23,0,23
234_5-45_1,2.410589584,between,7881,0,7881
234_8-32_1,2.316034453,within,55,0,55
234_8-32_1,2.316034453,between,2415,0,2415
234_8-335_1,1.833649256,within,41,0,41
234_8-335_1,1.833649256,between,29134,0,29134
234_8-338_1,1.8678150379999996,within,28,0,28
234_8-338_1,1.8678150379999996,between,19142,0,19142
234_8-44_3,2.328880273,within,24,0,24
234_8-44_3,2.328880273,between,2546,0,2546
238_1-257_1,1.3365236519999997,within,36,0,36
238_1-257_1,1.3365236519999997,between,36,0,36
238_1-298_1,0.9270362909999994,within,24,0,24
238_1-298_1,0.9270362909999994,between,300,0,300
238_1-335_1,1.8153474059999997,within,228,0,228
238_1-335_1,1.8153474059999997,between,69792,0,69792
238_1-338_1,1.8495131879999993,within,264,0,264
238_1-338_1,1.8495131879999993,between,45744,0,45744
238_2-335_1,1.8136924579999991,within,48,0,48
238_2-335_1,1.8136924579999991,between,11622,0,11622
238_3-26_2,2.410967053999999,within,23,0,23
238_3-26_2,2.410967053999999,between,30633,0,30633
238_3-326_1,1.7318487709999997,within,27,0,27
238_3-326_1,1.7318487709999997,between,16613,0,16613
238_3-32_1,2.295229734999999,within,80,0,80
238_3-32_1,2.295229734999999,between,31536,0,31536
238_3-334_1,1.8156410349999992,within,75,0,75
238_3-334_1,1.8156410349999992,between,26165,0,26165
238_3-335_1,1.8128445379999991,within,267,0,267
238_3-335_1,1.8128445379999991,between,373173,0,373173
238_3-336_1,1.8308330859999995,within,81,0,81
238_3-336_1,1.8308330859999995,between,8367,0,8367
238_3-338_1,1.8470103199999997,within,510,0,510
238_3-338_1,1.8470103199999997,between,244866,0,244866
238_3-39_5,2.3050043209999993,within,22,0,22
238_3-39_5,2.3050043209999993,between,12714,0,12714
238_3-40_1,2.3018152089999995,within,45,0,45
238_3-40_1,2.3018152089999995,between,1875,0,1875
238_3-42_2,2.2957039669999992,within,78,0,78
238_3-42_2,2.2957039669999992,between,18674,0,18674
238_3-43_1,2.3022929769999996,within,39,0,39
238_3-43_1,2.3022929769999996,between,14169,0,14169
238_3-44_3,2.3080755549999994,within,122,0,122
238_3-44_3,2.3080755549999994,between,32774,0,32774
238_3-45_1,2.387541867999999,within,622,0,622
238_3-45_1,2.387541867999999,between,125842,0,125842
238_3-48_2,2.3183872439999993,within,305,0,305
238_3-48_2,2.3183872439999993,between,71887,0,71887
238_3-66_5,1.9298894209999995,within,452,0,452
238_3-66_5,1.9298894209999995,between,162556,0,162556
238_3-76_2,1.9262632569999996,within,42,0,42
238_3-76_2,1.9262632569999996,between,3734,0,3734
238_3-90_1,0.6185141859999992,within,30,0,30
238_3-90_1,0.6185141859999992,between,7522,3,7519
239_1-26_2,2.4109701939999995,within,43,0,43
239_1-26_2,2.4109701939999995,between,11932,1,11931
239_1-334_1,1.815644175,within,23,0,23
239_1-334_1,1.815644175,between,10227,0,10227
239_1-335_1,1.8128476779999996,within,112,0,112
239_1-335_1,1.8128476779999996,between,145763,0,145763
239_1-44_3,2.3080786949999994,within,47,0,47
239_1-44_3,2.3080786949999994,between,12803,0,12803
239_1-45_1,2.3875450079999996,within,118,0,118
239_1-45_1,2.3875450079999996,between,49282,0,49282
239_1-48_2,2.3183903839999993,within,64,0,64
239_1-48_2,2.3183903839999993,between,28136,4,28132
239_1-66_3,1.936934777,within,160,0,160
239_1-66_3,1.936934777,between,940,0,940
239_1-66_5,1.9298925609999995,within,58,0,58
239_1-66_5,1.9298925609999995,between,63617,0,63617
239_1-90_1,0.6185173259999996,within,40,0,40
239_1-90_1,0.6185173259999996,between,2910,0,2910
23_1-335_1,1.9987855559999992,within,44,0,44
23_1-335_1,1.9987855559999992,between,11626,0,11626
240_1-318_56,1.7437246029999995,within,25,0,25
240_1-318_56,1.7437246029999995,between,13274,0,13274
240_1-333_1,1.8611543929999992,within,22,0,22
240_1-333_1,1.8611543929999992,between,1528,0,1528
240_1-335_1,1.8743760559999991,within,294,0,294
240_1-335_1,1.8743760559999991,between,180591,0,180591
240_1-338_1,1.9085418379999992,within,156,0,156
240_1-338_1,1.9085418379999992,between,118698,0,118698
240_1-44_3,2.3696070729999996,within,21,0,21
240_1-44_3,2.3696070729999996,between,15913,0,15913
240_1-45_1,2.449073385999999,within,112,0,112
240_1-45_1,2.449073385999999,between,61144,0,61144
240_1-46_1,2.3176967619999993,within,40,0,40
240_1-46_1,2.3176967619999993,between,20482,0,20482
240_1-48_2,2.3799187619999995,within,51,0,51
240_1-48_2,2.3799187619999995,between,34917,0,34917
240_1-66_5,1.9914209389999995,within,131,0,131
240_1-66_5,1.9914209389999995,between,78826,0,78826
241_1-283_1,1.427078929,within,28,0,28
241_1-283_1,1.427078929,between,630,0,630
24_2-335_1,2.0071579249999996,within,22,0,22
24_2-335_1,2.0071579249999996,between,23318,0,23318
250_1-66_5,1.5348942,within,56,0,56
250_1-66_5,1.5348942,between,10132,0,10132
250_1-76_2,1.5312680360000002,within,38,0,38
250_1-76_2,1.5312680360000002,between,198,0,198
252_1-318_19,1.422561879,within,24,0,24
252_1-318_19,1.422561879,between,151,0,151
252_1-335_1,1.5531333069999995,within,87,0,87
252_1-335_1,1.5531333069999995,between,40758,0,40758
252_1-338_1,1.5872990889999998,within,51,0,51
252_1-338_1,1.5872990889999998,between,26787,0,26787
252_1-45_1,2.1278306369999993,within,73,0,73
252_1-45_1,2.1278306369999993,between,13759,0,13759
252_1-48_2,2.058676013,within,28,0,28
252_1-48_2,2.058676013,between,7868,0,7868
252_1-66_5,1.67017819,within,69,0,69
252_1-66_5,1.67017819,between,17760,0,17760
256_1-335_1,1.4248289369999998,within,60,0,60
256_1-335_1,1.4248289369999998,between,29115,0,29115
257_1-335_1,1.6867837819999998,within,73,0,73
257_1-335_1,1.6867837819999998,between,34937,0,34937
257_1-338_1,1.7209495639999994,within,71,0,71
257_1-338_1,1.7209495639999994,between,22933,0,22933
265_1-335_1,1.817420427,within,21,0,21
265_1-335_1,1.817420427,between,23319,0,23319
267_1-335_1,1.827533756,within,104,0,104
267_1-335_1,1.827533756,between,40741,0,40741
267_1-338_1,1.8616995379999997,within,23,0,23
267_1-338_1,1.8616995379999997,between,26815,0,26815
267_1-66_5,1.944578639,within,42,0,42
267_1-66_5,1.944578639,between,17787,0,17787
268_1-335_1,1.8454025739999993,within,52,0,52
268_1-335_1,1.8454025739999993,between,52463,0,52463
268_1-338_1,1.8795683559999992,within,52,0,52
268_1-338_1,1.8795683559999992,between,34454,0,34454
268_1-45_1,2.4200999039999993,within,27,0,27
268_1-45_1,2.4200999039999993,between,17757,0,17757
268_1-66_5,1.9624474569999992,within,63,0,63
268_1-66_5,1.9624474569999992,between,22860,0,22860
269_1-318_52,1.7122415419999997,within,27,0,27
269_1-318_52,1.7122415419999997,between,63,0,63
269_1-318_56,1.7098473699999994,within,21,0,21
269_1-318_56,1.7098473699999994,between,4269,0,4269
269_1-335_1,1.8404988229999992,within,116,0,116
269_1-335_1,1.8404988229999992,between,58234,0,58234
269_1-338_1,1.874664604999999,within,67,0,67
269_1-338_1,1.874664604999999,between,38273,0,38273
269_1-45_1,2.415196152999999,within,44,0,44
269_1-45_1,2.415196152999999,between,19716,0,19716
269_1-66_5,1.9575437059999996,within,23,0,23
269_1-66_5,1.9575437059999996,between,25447,0,25447
26_1-338_1,2.0419319359999992,within,42,0,42
26_1-338_1,2.0419319359999992,between,7626,0,7626
26_1-45_1,0.17428377799999994,within,36,35,1
26_1-45_1,0.17428377799999994,between,3916,1112,2804
26_2-26_3,0.02924411999999998,within,24,0,24
26_2-26_3,0.02924411999999998,between,24884,1625,23259
26_2-283_1,2.318840725,within,33,0,33
26_2-283_1,2.318840725,between,44993,1,44992
26_2-318_17,1.8830199269999996,within,27,0,27
26_2-318_17,1.8830199269999996,between,4284,0,4284
26_2-318_19,1.8807647199999995,within,36,0,36
26_2-318_19,1.8807647199999995,between,11939,1,11938
26_2-318_5,1.8880519089999996,within,45,0,45
26_2-318_5,1.8880519089999996,between,4745,0,4745
26_2-318_54,1.883061243,within,30,0,30
26_2-318_54,1.883061243,between,30147,4,30143
26_2-318_56,1.880684695,within,327,1,326
26_2-318_56,1.880684695,between,205164,1,205163
26_2-326_1,1.9303403809999995,within,151,0,151
26_2-326_1,1.9303403809999995,between,124389,9,124380
26_2-32_1,0.4903197709999998,within,560,189,371
26_2-32_1,0.4903197709999998,between,236066,17791,218275
26_2-330_1,2.03266083,within,126,0,126
26_2-330_1,2.03266083,between,60228,0,60228
26_2-332_1,2.0592731969999996,within,33,0,33
26_2-332_1,2.0592731969999996,between,30144,0,30144
26_2-333_1,1.9981144849999997,within,28,0,28
26_2-333_1,1.9981144849999997,between,23922,0,23922
26_2-334_1,2.014132645,within,454,0,454
26_2-334_1,2.014132645,between,195936,2,195934
26_2-334_3,2.0212790089999997,within,125,0,125
26_2-334_3,2.0212790089999997,between,107171,0,107171
26_2-335_1,2.011336148,within,4251,1,4250
26_2-335_1,2.011336148,between,2790714,6,2790708
26_2-336_1,2.029324696,within,66,0,66
26_2-336_1,2.029324696,between,63162,1,63161
26_2-338_1,2.0455019299999995,within,3143,0,3143
26_2-338_1,2.0455019299999995,between,1833343,21,1833322
26_2-34_1,0.530328205,within,39,36,3
26_2-34_1,0.530328205,between,8104,1988,6116
26_2-36_1,0.5079502909999998,within,44,16,28
26_2-36_1,0.5079502909999998,between,20074,4780,15294
26_2-37_1,0.501486704,within,47,10,37
26_2-37_1,0.501486704,between,21508,3482,18026
26_2-39_2,0.4953313600000002,within,57,21,36
26_2-39_2,0.4953313600000002,between,25809,4910,20899
26_2-39_5,0.5000943569999996,within,194,29,165
26_2-39_5,0.5000943569999996,between,95127,14595,80532
26_2-40_1,0.4969052450000002,within,61,15,46
26_2-40_1,0.4969052450000002,between,14309,2672,11637
26_2-42_1,0.49158628199999965,within,62,2,60
26_2-42_1,0.49158628199999965,between,13829,1767,12062
26_2-42_2,0.490794003,within,246,81,165
26_2-42_2,0.490794003,between,140101,15498,124603
26_2-43_1,0.4973830129999999,within,248,112,136
26_2-43_1,0.4973830129999999,between,106090,18675,87415
26_2-44_1,0.5024551509999999,within,459,239,220
26_2-44_1,0.5024551509999999,between,120249,23267,96982
26_2-44_3,0.5031655909999997,within,505,146,359
26_2-44_3,0.5031655909999997,between,245701,39963,205738
26_2-45_1,0.1778537720000002,within,2243,904,1339
26_2-45_1,0.1778537720000002,between,944261,188212,756049
26_2-46_1,0.4512552799999998,within,807,353,454
26_2-46_1,0.4512552799999998,between,316291,62275,254016
26_2-47_2,0.4556647950000001,within,21,7,14
26_2-47_2,0.4556647950000001,between,8601,1391,7210
26_2-48_2,0.5134772799999996,within,1050,544,506
26_2-48_2,0.5134772799999996,between,539262,120440,418822
26_2-50_1,0.5084401970000001,within,65,34,31
26_2-50_1,0.5084401970000001,between,26759,6393,20366
26_2-52_1,0.5155532680000001,within,94,26,68
26_2-52_1,0.5155532680000001,between,32478,4966,27512
26_2-66_3,1.9311758409999995,within,34,0,34
26_2-66_3,1.9311758409999995,between,21042,0,21042
26_2-66_5,1.9241336249999992,within,1795,0,1795
26_2-66_5,1.9241336249999992,between,1218218,34,1218184
26_2-70_1,1.9235350629999992,within,42,0,42
26_2-70_1,1.9235350629999992,between,2832,0,2832
26_2-72_1,1.916872267,within,29,0,29
26_2-72_1,1.916872267,between,6198,1,6197
26_2-84_1,2.5637473169999994,within,22,0,22
26_2-84_1,2.5637473169999994,between,1894,0,1894
26_2-90_1,2.3944478499999993,within,63,0,63
26_2-90_1,2.3944478499999993,between,56459,0,56459
26_2-92_1,2.4575647159999994,within,28,0,28
26_2-92_1,2.4575647159999994,between,18174,0,18174
26_2-96_1,2.5544736979999993,within,215,0,215
26_2-96_1,2.5544736979999993,between,126720,1,126719
26_2-97_1,2.5866217789999992,within,209,0,209
26_2-97_1,2.5866217789999992,between,137264,0,137264
26_2-9_2,1.1662873159999996,within,23,6,17
26_2-9_2,1.1662873159999996,between,10515,1913,8602
26_3-318_54,1.8721681849999996,within,34,0,34
26_3-318_54,1.8721681849999996,between,3242,0,3242
26_3-318_56,1.8697916369999996,within,69,0,69
26_3-318_56,1.8697916369999996,between,22239,0,22239
26_3-32_1,0.4794267129999996,within,68,55,13
26_3-32_1,0.4794267129999996,between,25620,778,24842
26_3-334_3,2.010385951,within,22,0,22
26_3-334_3,2.010385951,between,11626,0,11626
26_3-335_1,2.000443089999999,within,1134,0,1134
26_3-335_1,2.000443089999999,between,302286,4,302282
26_3-338_1,2.0346088719999997,within,301,0,301
26_3-338_1,2.0346088719999997,between,199067,4,199063
26_3-42_2,0.4799009449999998,within,29,0,29
26_3-42_2,0.4799009449999998,between,15207,891,14316
26_3-44_3,0.492272533,within,27,3,24
26_3-44_3,0.492272533,between,26701,1581,25120
26_3-45_1,0.16696071399999957,within,461,94,367
26_3-45_1,0.16696071399999957,between,102291,4855,97436
26_3-46_1,0.4403622219999997,within,104,23,81
26_3-46_1,0.4403622219999997,between,34320,2497,31823
26_3-48_2,0.5025842219999999,within,120,9,111
26_3-48_2,0.5025842219999999,between,58536,3705,54831
26_3-66_5,1.9132405669999997,within,240,0,240
26_3-66_5,1.9132405669999997,between,132204,0,132204
