trait,trait_id,cohort,trait_value,bin,phylo_dist_mean,hgt_rate_mean,n_pairs,n_bins
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.144, 0.21]",0.18467242047887303,0.4859038648015914,71,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.21, 0.276]",0.2511946562553191,0.5867295924827318,47,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.409, 0.475]",0.45096669647058807,0.6278362237565188,17,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.475, 0.541]",0.4932985652666665,0.4934886286242124,60,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.674, 0.74]",0.7336526909999996,0.0,2,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.74, 0.806]",0.788396691,0.0,1,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.806, 0.873]",0.8553432812666664,0.3327986633249791,15,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.873, 0.939]",0.9037148069285711,0.31139455782312925,14,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.939, 1.005]",0.9739187636249995,0.4570433436532508,8,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.005, 1.072]",1.0430991294374998,0.7197544642857143,16,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.072, 1.138]",1.0726455524999996,0.4230769230769231,2,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.138, 1.204]",1.1521569555999995,0.3381385281385281,5,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.337, 1.403]",1.3875115839999994,0.0,1,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.469, 1.535]",1.500648117,0.0,1,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.535, 1.602]",1.599765462,0.0,1,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.602, 1.668]",1.6039653569999996,0.0,1,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.668, 1.734]",1.6881554409999997,0.0,2,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.734, 1.8]",1.7786921385624999,0.00019799366420274552,16,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.8, 1.867]",1.8203213311060606,0.000619304932710052,66,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.867, 1.933]",1.8939263893809524,0.0021645021645021645,21,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(1.933, 1.999]",1.956250249333333,0.0,18,23
