species_pair,n_total_pairs,n_hgt_pairs,hgt_rate,phylo_dist,trait_value
233_1-333_1,5,0,0.0,1.820251343,0
233_1-334_1,32,0,0.0,1.836269503,0
233_1-334_3,9,0,0.0,1.843415867,0
233_1-335_1,120,0,0.0,1.8334730059999995,0
233_1-336_1,10,0,0.0,1.851461554,0
233_1-337_1,1,0,0.0,1.8754635229999996,0
233_1-338_1,125,0,0.0,1.867638788,0
233_1-36_1,11,0,0.0,2.3334887229999994,0
233_1-39_2,3,0,0.0,2.3208697919999994,0
233_1-39_5,4,0,0.0,2.325632789,0
233_1-40_1,6,0,0.0,2.3224436769999994,0
233_1-42_2,27,0,0.0,2.316332435,0
233_1-43_1,9,0,0.0,2.322921445,0
233_1-44_1,16,0,0.0,2.327993582999999,0
233_1-44_3,21,0,0.0,2.328704023,0
233_1-45_1,85,0,0.0,2.408170335999999,0
233_1-46_1,14,0,0.0,2.2767937119999995,0
233_1-48_2,66,0,0.0,2.339015712,0
233_1-50_1,2,0,0.0,2.3339786289999997,0
233_1-52_1,2,0,0.0,2.3410916999999998,0
233_1-66_3,2,0,0.0,1.957560105,1
233_1-66_5,73,0,0.0,1.950517889,1
233_1-69_1,2,0,0.0,1.947669845,1
233_1-76_3,1,0,0.0,1.93669055,0
233_1-78_1,2,0,0.0,1.935851057,0
233_1-90_1,7,0,0.0,0.6391426539999996,0
233_1-91_1,1,0,0.0,0.6612185359999994,0
233_1-96_1,8,0,0.0,0.7991685020000001,0
233_1-97_1,2,0,0.0,0.831316583,0
233_1-99_2,4,0,0.0,0.63125711,0
233_1-9_2,1,0,0.0,2.111427254,0
233_3-234_1,1,0,0.0,0.0500282429999998,0
233_3-234_2,4,0,0.0,0.0466736550000002,0
233_3-234_3,2,0,0.0,0.0566370250000005,0
233_3-234_5,2,0,0.0,0.0580502360000005,0
233_3-234_8,2,0,0.0,0.0558072380000003,0
233_3-238_3,60,0,0.0,0.1971918239999999,0
233_3-239_1,8,0,0.0,0.1971949640000003,0
233_3-240_1,5,0,0.0,0.2587233419999997,0
233_3-268_1,4,0,0.0,0.22974986,0
233_3-26_2,70,0,0.0,2.432856064,0
233_3-26_3,5,0,0.0,2.421963005999999,0
233_3-283_1,19,0,0.0,1.3898442209999995,0
233_3-295_0,1,0,0.0,0.949192225,0
233_3-297_1,6,0,0.0,0.7328057989999999,0
233_3-308_1,2,0,0.0,1.80512315,0
233_3-312_1,1,0,0.0,1.7167492299999996,0
233_3-317_1,1,0,0.0,1.7169639269999997,0
233_3-318_21,2,0,0.0,1.7034381479999998,0
233_3-318_38,1,0,0.0,1.7055854319999997,0
233_3-318_42,2,0,0.0,1.7057996689999997,0
233_3-318_54,24,0,0.0,1.7064586429999995,0
233_3-318_56,31,0,0.0,1.7040820949999995,0
233_3-318_8,1,0,0.0,1.7128638099999998,0
233_3-325_1,2,0,0.0,1.7732237359999998,0
233_3-326_1,57,0,0.0,1.753737781,0
233_3-32_1,37,0,0.0,2.317118745,0
233_3-330_1,18,0,0.0,1.85605823,0
233_3-332_1,3,0,0.0,1.8826705969999995,0
233_3-333_1,6,0,0.0,1.8215118849999996,0
233_3-334_1,35,0,0.0,1.837530045,0
233_3-334_3,60,0,0.0,1.844676409,0
233_3-335_1,298,2,0.006711409395973154,1.834733548,0
233_3-336_1,43,0,0.0,1.852722096,0
233_3-338_1,432,48,0.1111111111111111,1.8688993299999996,0
233_3-34_1,18,0,0.0,2.222781127,0
233_3-36_1,5,0,0.0,2.334749265,0
233_3-37_1,6,0,0.0,2.3282856779999994,0
233_3-39_5,13,0,0.0,2.3268933309999995,0
233_3-40_1,16,0,0.0,2.323704219,0
233_3-42_1,2,0,0.0,2.318385256,0
233_3-42_2,59,0,0.0,2.317592977,0
233_3-43_1,6,0,0.0,2.324181987,0
233_3-44_1,25,0,0.0,2.3292541249999994,0
233_3-44_3,50,0,0.0,2.329964565,0
233_3-44_4,1,0,0.0,2.3385262909999995,0
233_3-44_5,2,0,0.0,2.332348306,0
233_3-45_1,378,0,0.0,2.4094308779999998,0
233_3-46_1,46,0,0.0,2.2780542539999997,0
233_3-47_2,2,0,0.0,2.282463769,0
233_3-48_2,124,1,0.008064516129032258,2.3402762539999995,0
233_3-4_2,4,0,0.0,2.223772258,0
233_3-4_3,2,0,0.0,2.221528906,0
233_3-50_1,3,0,0.0,2.335239171,0
233_3-51_1,1,0,0.0,2.3378174009999992,0
233_3-52_1,10,0,0.0,2.342352242,0
233_3-66_5,165,0,0.0,1.951778431,1
233_3-69_3,4,0,0.0,1.950435073,1
233_3-71_1,2,0,0.0,1.960847014,1
233_3-76_2,34,0,0.0,1.948152267,0
233_3-76_3,2,0,0.0,1.937951092,0
233_3-78_1,2,0,0.0,1.937111599,0
233_3-78_2,1,0,0.0,1.938794531,0
233_3-78_3,1,0,0.0,1.9374757609999995,0
233_3-80_1,3,0,0.0,1.854160191,1
233_3-87_1,1,0,0.0,1.2452889099999993,0
233_3-8_1,1,0,0.0,2.117408902,0
233_3-90_1,15,0,0.0,0.6404031959999998,0
233_3-96_1,19,0,0.0,0.8004290439999999,0
233_3-97_1,39,0,0.0,0.8325771249999998,0
233_3-99_2,3,0,0.0,0.6325176520000002,0
233_3-9_2,2,0,0.0,2.112687796,0
234_1-234_2,10,8,0.8,0.0105530499999999,0
234_1-236_1,1,0,0.0,0.085896478,0
234_1-298_1,1,0,0.0,0.9395591459999996,0
234_1-318_56,8,0,0.0,1.6972188079999997,0
234_1-32_1,1,0,0.0,2.3102554579999994,0
234_1-333_1,1,0,0.0,1.814648598,0
234_1-334_1,2,0,0.0,1.830666758,0
234_1-334_3,2,0,0.0,1.837813122,0
234_1-335_1,70,0,0.0,1.8278702609999995,0
234_1-336_1,1,0,0.0,1.845858809,0
234_1-338_1,25,0,0.0,1.862036043,0
234_1-39_5,1,0,0.0,2.320030044,0
234_1-44_1,6,0,0.0,2.322390837999999,0
234_1-44_3,3,0,0.0,2.323101278,0
234_1-45_1,25,0,0.0,2.402567590999999,0
234_1-46_1,2,0,0.0,2.2711909669999994,0
234_1-48_2,2,0,0.0,2.333412967,0
234_1-50_1,2,0,0.0,2.3283758839999997,0
234_1-52_1,1,0,0.0,2.3354889549999998,0
234_1-66_5,6,0,0.0,1.944915144,1
234_1-76_2,1,0,0.0,1.94128898,0
234_1-78_1,2,0,0.0,1.930248312,0
234_1-97_1,1,0,0.0,0.825713838,0
234_1-99_2,2,0,0.0,0.6256543649999999,0
234_2-236_1,10,0,0.0,0.0825418900000003,0
234_2-238_3,15,0,0.0,0.1869739489999995,0
234_2-268_1,1,0,0.0,0.2195319849999997,0
234_2-26_2,1,0,0.0,2.4226381889999997,0
234_2-283_1,1,0,0.0,1.3796263459999998,0
234_2-32_1,1,0,0.0,2.3069008699999998,0
234_2-334_3,5,0,0.0,1.8344585339999997,0
234_2-335_1,51,0,0.0,1.8245156729999996,0
234_2-336_1,14,0,0.0,1.8425042209999996,0
234_2-338_1,42,0,0.0,1.8586814549999997,0
234_2-39_2,1,0,0.0,2.311912459,0
234_2-40_1,3,0,0.0,2.313486344,0
234_2-42_2,5,0,0.0,2.3073751019999995,0
234_2-44_1,1,0,0.0,2.3190362499999995,0
234_2-44_3,6,0,0.0,2.3197466899999992,0
234_2-45_1,28,0,0.0,2.3992130029999994,0
234_2-46_1,2,0,0.0,2.267836379,0
234_2-48_2,15,0,0.0,2.330058378999999,0
234_2-50_1,1,0,0.0,2.325021296,0
234_2-52_1,1,0,0.0,2.332134367,0
234_2-66_5,22,0,0.0,1.9415605559999995,1
234_2-76_2,10,0,0.0,1.9379343919999996,0
234_2-90_1,3,0,0.0,0.6301853209999995,0
234_2-96_1,1,0,0.0,0.7902111689999995,0
234_2-97_1,3,0,0.0,0.8223592499999994,0
234_2-99_2,20,0,0.0,0.6222997769999998,0
234_3-26_2,11,0,0.0,2.432601559,0
234_3-318_56,1,0,0.0,1.70382759,0
234_3-32_1,10,0,0.0,2.31686424,0
234_3-334_1,9,0,0.0,1.83727554,0
234_3-335_1,10,0,0.0,1.834479043,0
234_3-336_1,1,0,0.0,1.852467591,0
234_3-338_1,9,0,0.0,1.868644825,0
234_3-39_2,1,0,0.0,2.321875829,0
234_3-39_5,5,0,0.0,2.3266388259999995,0
234_3-40_1,1,0,0.0,2.323449714,0
234_3-42_2,3,0,0.0,2.317338472,0
234_3-43_1,2,0,0.0,2.323927482,0
234_3-44_1,2,0,0.0,2.32899962,0
234_3-44_3,3,0,0.0,2.32971006,0
234_3-45_1,1,0,0.0,2.409176373,0
234_3-46_1,4,0,0.0,2.277799749,0
234_3-52_1,1,0,0.0,2.342097737,0
234_3-66_5,5,0,0.0,1.951523926,1
234_3-96_1,1,0,0.0,0.8001745389999999,0
234_3-97_1,5,0,0.0,0.8323226199999998,0
234_5-234_8,1,0,0.0,0.0177723660000004,0
234_5-326_1,3,0,0.0,1.754896487,0
234_5-334_1,13,0,0.0,1.838688751,0
234_5-335_1,14,0,0.0,1.835892254,0
234_5-338_1,21,0,0.0,1.870058036,0
234_5-44_1,4,0,0.0,2.330412831,0
234_5-45_1,23,0,0.0,2.410589584,0
234_5-46_1,3,0,0.0,2.27921296,0
234_5-48_2,4,0,0.0,2.3414349599999995,0
234_5-66_5,10,0,0.0,1.952937137,1
234_5-76_2,2,0,0.0,1.949310973,0
234_5-90_1,6,0,0.0,0.6415619019999999,0
234_5-96_1,10,0,0.0,0.8015877499999999,0
234_6-240_1,1,0,0.0,0.2590051799999999,0
234_6-318_79,2,0,0.0,1.704528729,0
234_6-32_1,3,1,0.3333333333333333,2.317400583,0
234_6-335_1,8,0,0.0,1.835015386,0
234_6-338_1,6,0,0.0,1.869181168,0
234_6-39_5,1,0,0.0,2.327175169,0
234_6-44_1,1,1,1.0,2.329535963,0
234_6-66_5,12,0,0.0,1.952060269,1
234_8-318_56,1,0,0.0,1.702997803,0
234_8-326_1,3,0,0.0,1.752653489,0
234_8-32_1,55,0,0.0,2.316034453,0
234_8-330_1,9,0,0.0,1.854973938,0
234_8-334_1,7,0,0.0,1.836445753,0
234_8-335_1,41,0,0.0,1.833649256,0
234_8-338_1,28,0,0.0,1.867815038,0
234_8-39_2,1,0,0.0,2.321046042,0
234_8-42_2,18,0,0.0,2.316508685,0
234_8-43_1,2,0,0.0,2.323097695,0
234_8-44_1,1,0,0.0,2.328169833,0
234_8-44_3,24,0,0.0,2.328880273,0
234_8-45_1,2,0,0.0,2.4083465859999995,0
234_8-46_1,15,0,0.0,2.2769699619999995,0
234_8-48_2,2,0,0.0,2.339191962,0
234_8-66_3,4,0,0.0,1.957736355,1
234_8-66_5,3,0,0.0,1.950694139,1
234_8-96_1,3,0,0.0,0.7993447520000001,0
236_1-336_1,1,0,0.0,1.842971199,0
236_1-66_5,1,0,0.0,1.942027534,1
236_1-76_2,1,0,0.0,1.93840137,0
236_1-99_2,2,0,0.0,0.6227667550000002,0
238_1-257_1,36,0,0.0,1.3365236519999997,0
238_1-298_1,24,0,0.0,0.9270362909999994,0
238_1-318_54,12,0,0.0,1.6870725009999996,0
238_1-326_1,12,0,0.0,1.7343516389999998,0
238_1-335_1,228,0,0.0,1.815347406,0
238_1-338_1,264,0,0.0,1.8495131879999995,0
238_1-38_1,12,0,0.0,2.2947906439999994,0
238_1-42_2,12,0,0.0,2.298206835,0
238_1-45_1,12,0,0.0,2.3900447359999992,0
238_1-97_1,12,0,0.0,0.8131909829999997,0
238_2-318_38,2,0,0.0,1.6845443419999997,0
238_2-32_1,12,0,0.0,2.296077654999999,0
238_2-335_1,48,0,0.0,1.8136924579999991,0
238_2-338_1,6,0,0.0,1.84785824,0
238_2-37_1,4,0,0.0,2.307244587999999,0
238_2-44_1,2,0,0.0,2.308213034999999,0
238_2-46_1,2,0,0.0,2.2570131639999995,0
238_2-66_5,2,0,0.0,1.9307373409999995,1
238_3-268_1,15,0,0.0,0.1419831759999996,0
238_3-26_2,23,0,0.0,2.410967053999999,0
238_3-26_3,1,0,0.0,2.4000739959999997,0
238_3-283_1,15,0,0.0,1.3679552109999995,0
238_3-318_56,9,0,0.0,1.6821930849999995,0
238_3-326_1,27,0,0.0,1.7318487709999997,0
238_3-32_1,80,0,0.0,2.295229734999999,0
238_3-332_1,1,0,0.0,1.860781587,0
238_3-334_1,75,0,0.0,1.8156410349999996,0
238_3-334_3,1,0,0.0,1.8227873989999996,0
238_3-335_1,267,0,0.0,1.8128445379999991,0
238_3-336_1,81,0,0.0,1.8308330859999995,0
238_3-338_1,510,0,0.0,1.84701032,0
238_3-37_1,6,0,0.0,2.306396667999999,0
238_3-39_2,1,0,0.0,2.3002413239999995,0
238_3-39_5,22,0,0.0,2.3050043209999997,0
238_3-40_1,45,0,0.0,2.3018152089999995,0
238_3-42_1,1,0,0.0,2.296496246,0
238_3-42_2,78,0,0.0,2.2957039669999992,0
238_3-43_1,39,0,0.0,2.302292977,0
238_3-44_1,15,0,0.0,2.307365114999999,0
238_3-44_3,122,0,0.0,2.3080755549999994,0
238_3-45_1,622,0,0.0,2.387541867999999,0
238_3-46_1,3,0,0.0,2.2561652439999995,0
238_3-48_2,305,0,0.0,2.3183872439999997,0
238_3-52_1,15,0,0.0,2.320463232,0
238_3-66_5,452,0,0.0,1.9298894209999995,1
238_3-76_2,42,0,0.0,1.926263257,0
238_3-90_1,30,0,0.0,0.6185141859999992,0
239_1-26_2,43,0,0.0,2.4109701939999995,0
239_1-283_1,1,0,0.0,1.367958351,0
239_1-318_56,9,0,0.0,1.6821962249999998,0
239_1-326_1,4,0,0.0,1.7318519109999997,0
239_1-32_1,4,0,0.0,2.2952328749999995,0
239_1-330_1,7,0,0.0,1.83417236,0
239_1-334_1,23,0,0.0,1.815644175,0
239_1-335_1,112,0,0.0,1.812847678,0
239_1-338_1,15,0,0.0,1.84701346,0
239_1-36_1,1,0,0.0,2.3128633949999995,0
239_1-37_1,20,0,0.0,2.306399808,0
239_1-39_5,1,0,0.0,2.3050074609999998,0
239_1-42_2,4,0,0.0,2.295707107,0
239_1-44_1,6,0,0.0,2.307368255,0
239_1-44_3,47,0,0.0,2.3080786949999994,0
239_1-45_1,118,0,0.0,2.387545008,0
239_1-46_1,9,0,0.0,2.2561683839999995,0
239_1-48_2,64,0,0.0,2.3183903839999997,0
239_1-4_3,1,0,0.0,2.199643036,0
239_1-66_3,160,0,0.0,1.936934777,1
239_1-66_5,58,0,0.0,1.9298925609999995,1
239_1-76_2,4,0,0.0,1.926266397,0
239_1-90_1,40,0,0.0,0.6185173259999996,0
239_1-96_1,7,0,0.0,0.7785431739999997,0
239_1-97_1,8,0,0.0,0.8106912549999996,0
23_1-318_19,2,0,0.0,1.8682141279999995,0
23_1-318_56,8,0,0.0,1.868134103,0
23_1-32_1,2,2,1.0,0.4777691789999996,0
23_1-335_1,44,0,0.0,1.9987855559999996,0
23_1-44_1,2,0,0.0,0.4899045589999997,0
23_1-46_1,2,0,0.0,0.4387046879999996,0
23_1-66_5,6,0,0.0,1.9115830329999992,1
240_1-252_1,3,0,0.0,1.2619018269999995,0
240_1-26_2,20,0,0.0,2.4724985719999992,0
240_1-26_3,1,0,0.0,2.461605513999999,0
240_1-283_1,2,0,0.0,1.4294867289999993,0
240_1-290_1,1,0,0.0,1.4718682789999993,1
240_1-298_1,3,0,0.0,0.9860649409999996,0
240_1-300_1,11,0,0.0,0.9926712629999992,0
240_1-318_19,12,0,0.0,1.7438046279999997,0
240_1-318_21,6,0,0.0,1.7430806559999996,0
240_1-318_39,2,0,0.0,1.7468496649999994,0
240_1-318_54,2,0,0.0,1.7461011509999995,0
240_1-318_56,25,0,0.0,1.7437246029999995,0
240_1-318_79,2,0,0.0,1.7438893989999995,0
240_1-326_1,10,0,0.0,1.7933802889999997,0
240_1-32_1,13,0,0.0,2.3567612529999997,0
240_1-330_1,5,0,0.0,1.8957007379999995,0
240_1-332_1,2,0,0.0,1.9223131049999995,0
240_1-333_1,22,0,0.0,1.8611543929999996,0
240_1-334_1,1,0,0.0,1.877172553,0
240_1-334_3,6,0,0.0,1.884318917,0
240_1-335_1,294,0,0.0,1.8743760559999996,0
240_1-336_1,2,0,0.0,1.892364604,0
240_1-338_1,156,0,0.0,1.9085418379999997,0
240_1-37_1,3,0,0.0,2.367928185999999,0
240_1-39_2,2,0,0.0,2.3617728419999997,0
240_1-39_5,7,0,0.0,2.3665358389999995,0
240_1-40_1,1,0,0.0,2.3633467269999997,0
240_1-42_2,8,0,0.0,2.3572354849999995,0
240_1-43_1,7,0,0.0,2.363824495,0
240_1-44_1,4,0,0.0,2.368896632999999,0
240_1-44_3,21,0,0.0,2.369607073,0
240_1-45_1,112,0,0.0,2.449073385999999,0
240_1-46_1,40,0,0.0,2.3176967619999997,0
240_1-47_2,2,0,0.0,2.322106276999999,0
240_1-48_2,51,0,0.0,2.3799187619999995,0
240_1-50_1,3,0,0.0,2.374881678999999,0
240_1-66_5,131,0,0.0,1.991420939,1
240_1-76_1,4,0,0.0,1.9871402099999995,0
240_1-76_2,5,0,0.0,1.987794775,0
240_1-77_2,4,0,0.0,1.9762538109999996,0
240_1-78_2,1,0,0.0,1.978437039,0
240_1-87_1,3,0,0.0,1.284931417999999,0
240_1-90_1,19,0,0.0,0.6800457039999994,0
240_1-96_1,14,0,0.0,0.8400715519999999,0
240_1-97_1,15,0,0.0,0.8722196329999998,0
240_1-9_2,1,0,0.0,2.1523303039999995,0
241_1-283_1,28,0,0.0,1.427078929,0
246_1-26_2,3,0,0.0,2.2975467709999995,1
246_1-283_1,1,0,0.0,1.2545349279999995,1
246_1-318_54,1,0,0.0,1.5711493499999998,1
246_1-326_1,5,0,0.0,1.6184284879999995,1
246_1-332_1,4,0,0.0,1.7473613039999998,1
246_1-334_1,1,0,0.0,1.702220752,1
246_1-334_3,2,0,0.0,1.709367116,1
246_1-335_1,17,0,0.0,1.6994242549999996,1
246_1-338_1,6,0,0.0,1.7335900369999997,1
246_1-36_1,1,0,0.0,2.1994399719999995,1
246_1-39_2,1,0,0.0,2.1868210409999995,1
246_1-39_5,1,0,0.0,2.191584038,1
246_1-42_2,2,0,0.0,2.182283684,1
246_1-44_1,1,0,0.0,2.1939448319999992,1
246_1-44_3,1,0,0.0,2.194655272,1
246_1-45_1,6,0,0.0,2.274121584999999,1
246_1-46_1,2,0,0.0,2.142744961,1
246_1-48_2,19,0,0.0,2.204966961,1
246_1-52_1,1,0,0.0,2.2070429489999994,1
246_1-66_3,2,0,0.0,1.823511354,2
246_1-66_5,12,0,0.0,1.816469138,2
246_1-90_1,1,0,0.0,0.7939608489999994,1
246_1-96_1,1,0,0.0,0.953986697,1
24_2-26_3,1,0,0.0,0.0330420949999998,0
24_2-326_1,2,0,0.0,1.9261621579999997,0
24_2-32_1,6,0,0.0,0.4861415479999995,0
24_2-332_1,7,0,0.0,2.0550949739999997,0
24_2-335_1,22,0,0.0,2.007157925,0
24_2-338_1,18,0,0.0,2.041323706999999,0
24_2-39_5,8,5,0.625,0.4959161339999993,0
24_2-42_2,3,1,0.3333333333333333,0.4866157799999997,0
24_2-43_1,2,1,0.5,0.4932047899999996,0
24_2-44_1,1,1,1.0,0.4982769279999997,0
24_2-44_3,1,0,0.0,0.4989873679999994,0
24_2-45_1,2,1,0.5,0.1736755489999999,0
24_2-46_1,4,2,0.5,0.4470770569999995,0
24_2-48_2,5,3,0.6,0.5092990569999993,0
24_2-52_1,4,4,1.0,0.5113750449999999,0
24_2-66_5,10,0,0.0,1.9199554019999991,1
24_2-96_1,7,0,0.0,2.550295474999999,0
24_2-97_1,2,0,0.0,2.582443555999999,0
252_1-26_2,17,0,0.0,2.151255823,0
252_1-300_1,2,0,0.0,1.2705038839999996,0
252_1-318_19,24,0,0.0,1.422561879,0
252_1-318_56,8,0,0.0,1.422481854,0
252_1-325_1,1,0,0.0,1.4916234949999998,0
252_1-326_1,10,0,0.0,1.47213754,0
252_1-32_1,8,0,0.0,2.035518504,0
252_1-332_1,3,0,0.0,1.601070356,0
252_1-334_1,9,0,0.0,1.555929804,0
252_1-335_1,87,0,0.0,1.5531333069999995,0
252_1-338_1,51,0,0.0,1.5872990889999998,0
252_1-37_1,2,0,0.0,2.0466854369999994,0
252_1-39_5,7,0,0.0,2.04529309,0
252_1-42_2,1,0,0.0,2.035992736,0
252_1-44_3,9,0,0.0,2.048364324,0
252_1-45_1,73,0,0.0,2.1278306369999997,0
252_1-46_1,5,0,0.0,1.996454013,0
252_1-48_2,28,0,0.0,2.058676013,0
252_1-66_5,69,0,0.0,1.67017819,1
256_1-26_2,5,0,0.0,2.022951453,0
256_1-326_1,10,0,0.0,1.34383317,0
256_1-335_1,60,0,0.0,1.4248289369999998,0
256_1-338_1,20,0,0.0,1.458994719,0
256_1-44_1,10,0,0.0,1.919349514,0
256_1-45_1,5,0,0.0,1.999526267,0
256_1-46_1,5,0,0.0,1.868149643,0
256_1-48_2,10,0,0.0,1.9303716429999995,0
257_1-26_2,1,0,0.0,2.284906298,0
257_1-297_1,2,0,0.0,1.183931403,0
257_1-298_1,6,0,0.0,1.3975480369999995,0
257_1-318_54,3,0,0.0,1.5585088769999995,0
257_1-318_56,6,0,0.0,1.5561323289999998,0
257_1-326_1,3,0,0.0,1.605788015,0
257_1-32_1,4,0,0.0,2.169168979,0
257_1-335_1,73,0,0.0,1.6867837819999998,0
257_1-336_1,2,0,0.0,1.7047723299999995,0
257_1-338_1,71,0,0.0,1.7209495639999994,0
257_1-38_1,3,0,0.0,2.16622702,0
257_1-39_5,3,0,0.0,2.1789435649999995,0
257_1-42_2,3,0,0.0,2.169643211,0
257_1-45_1,10,0,0.0,2.261481112,0
257_1-48_2,6,0,0.0,2.1923264879999995,0
257_1-50_1,2,0,0.0,2.187289405,0
257_1-66_5,2,0,0.0,1.803828665,1
257_1-97_1,3,0,0.0,1.5096755089999996,0
25_1-318_39,9,0,0.0,1.8776220089999995,0
25_1-318_56,2,0,0.0,1.874496947,0
25_1-318_8,1,0,0.0,1.883278662,0
25_1-330_1,2,0,0.0,2.026473082,0
25_1-338_1,9,0,0.0,2.039314182,0
25_1-42_1,1,0,0.0,0.4853985339999997,0
25_1-43_1,4,0,0.0,0.491195265,0
25_1-48_2,2,2,1.0,0.5072895319999997,0
263_1-26_2,1,0,0.0,2.383758713,0
263_1-318_54,1,0,0.0,1.657361292,0
263_1-318_56,4,0,0.0,1.654984744,0
263_1-326_1,6,0,0.0,1.70464043,0
263_1-334_3,1,0,0.0,1.7955790580000002,0
263_1-335_1,14,0,0.0,1.785636197,0
263_1-338_1,14,0,0.0,1.819801979,0
263_1-39_5,2,0,0.0,2.27779598,0
263_1-43_1,1,0,0.0,2.2750846360000003,0
263_1-45_1,1,0,0.0,2.3603335269999994,0
263_1-46_1,1,0,0.0,2.228956903,0
263_1-48_2,2,0,0.0,2.291178903,0
263_1-66_5,14,0,0.0,1.90268108,1
264_1-318_19,1,0,0.0,1.6516634259999998,0
264_1-318_38,1,0,0.0,1.6530867379999998,0
264_1-318_56,3,0,0.0,1.651583401,0
264_1-32_1,2,0,0.0,2.264620051,0
264_1-335_1,9,0,0.0,1.7822348539999997,0
264_1-338_1,2,0,0.0,1.816400636,0
264_1-66_5,5,0,0.0,1.899279737,1
268_1-26_2,4,0,0.0,2.443525089999999,0
268_1-282_1,1,0,0.0,1.468943429999999,1
268_1-283_1,1,0,0.0,1.4005132469999997,0
268_1-297_1,3,0,0.0,0.7434748249999998,0
268_1-318_39,1,0,0.0,1.7178761829999991,0
268_1-326_1,12,0,0.0,1.7644068069999994,0
268_1-32_1,5,0,0.0,2.3277877709999992,0
268_1-334_1,3,0,0.0,1.848199071,0
268_1-334_3,4,0,0.0,1.8553454349999992,0
268_1-335_1,52,0,0.0,1.8454025739999995,0
268_1-336_1,4,0,0.0,1.8633911219999992,0
268_1-338_1,52,0,0.0,1.8795683559999996,0
268_1-39_5,5,0,0.0,2.337562356999999,0
268_1-40_1,7,0,0.0,2.334373245,0
268_1-42_2,8,0,0.0,2.3282620029999994,0
268_1-43_1,2,0,0.0,2.3348510129999998,0
268_1-44_1,5,0,0.0,2.339923151,0
268_1-44_3,12,0,0.0,2.340633590999999,0
268_1-45_1,27,0,0.0,2.4200999039999997,0
268_1-46_1,7,0,0.0,2.2887232799999992,0
268_1-48_2,15,0,0.0,2.350945279999999,0
268_1-51_1,1,0,0.0,2.348486426999999,0
268_1-52_1,1,0,0.0,2.353021268,0
268_1-66_5,63,0,0.0,1.9624474569999992,1
268_1-78_1,1,0,0.0,1.947780625,0
268_1-90_1,2,0,0.0,0.6510722219999994,0
268_1-96_1,9,0,0.0,0.8110980699999994,0
268_1-97_1,2,0,0.0,0.8432461509999993,0
269_1-26_2,4,0,0.0,2.438621338999999,0
269_1-317_1,2,0,0.0,1.7227292019999991,0
269_1-318_13,1,0,0.0,1.7167053989999994,0
269_1-318_21,1,0,0.0,1.7092034229999995,0
269_1-318_56,21,0,0.0,1.7098473699999994,0
269_1-326_1,2,0,0.0,1.7595030559999991,0
269_1-330_1,3,0,0.0,1.8618235049999992,0
269_1-334_1,7,0,0.0,1.8432953199999995,0
269_1-334_3,1,0,0.0,1.8504416839999995,0
269_1-335_1,116,0,0.0,1.8404988229999992,0
269_1-338_1,67,0,0.0,1.8746646049999995,0
269_1-34_1,5,0,0.0,2.228546401999999,0
269_1-36_1,3,0,0.0,2.340514539999999,0
269_1-42_2,1,0,0.0,2.323358252,0
269_1-43_1,8,0,0.0,2.329947262,0
269_1-44_1,2,0,0.0,2.335019399999999,0
269_1-44_3,5,0,0.0,2.3357298399999995,0
269_1-45_1,44,0,0.0,2.415196152999999,0
269_1-46_1,9,0,0.0,2.283819528999999,0
269_1-48_2,15,0,0.0,2.3460415289999994,0
269_1-52_1,2,0,0.0,2.348117516999999,0
269_1-66_3,8,0,0.0,1.9645859219999997,1
269_1-66_4,14,0,0.0,1.9590255,1
269_1-66_5,23,0,0.0,1.957543706,1
269_1-96_1,3,0,0.0,0.8061943189999998,0
269_1-97_1,5,0,0.0,0.8383423999999997,0
26_2-26_3,24,0,0.0,0.0292441199999999,0
26_2-276_1,4,0,0.0,2.339114775,1
26_2-282_1,10,0,0.0,2.387270907999999,1
26_2-283_1,33,0,0.0,2.318840725,0
26_2-286_1,12,0,0.0,2.3442172399999994,1
26_2-28_1,2,2,1.0,0.5168662930000001,0
26_2-290_1,3,0,0.0,2.361222275,1
26_2-294_1,2,0,0.0,2.6052225499999992,0
26_2-297_1,15,0,0.0,2.260877673,0
26_2-298_1,4,0,0.0,2.474494307,0
26_2-29_1,3,0,0.0,0.5060697079999996,0
26_2-300_1,18,0,0.0,2.481100629,0
26_2-308_1,8,0,0.0,1.98172575,0
26_2-30_1,6,6,1.0,0.4206534080000002,0
26_2-317_1,3,0,0.0,1.893566527,0
26_2-318_13,6,0,0.0,1.887542724,0
26_2-318_19,36,0,0.0,1.88076472,0
26_2-318_20,1,0,0.0,1.880591251,0
26_2-318_21,15,0,0.0,1.880040748,0
26_2-318_38,9,0,0.0,1.882188032,0
26_2-318_39,7,0,0.0,1.883809757,0
26_2-318_40,14,0,0.0,1.881146806,0
26_2-318_42,5,0,0.0,1.882402269,0
26_2-318_5,45,0,0.0,1.888051909,0
26_2-318_54,30,0,0.0,1.883061243,0
26_2-318_56,327,1,0.0030581039755351682,1.880684695,0
26_2-318_58,1,0,0.0,1.883892901,0
26_2-318_79,2,0,0.0,1.880849491,0
26_2-318_8,4,0,0.0,1.88946641,0
26_2-31_2,3,1,0.3333333333333333,0.4406424879999995,0
26_2-324_1,3,0,0.0,1.870278703,0
26_2-325_1,3,0,0.0,1.949826336,0
26_2-326_1,151,0,0.0,1.930340381,0
26_2-32_1,560,189,0.3375,0.4903197709999998,0
26_2-330_1,126,0,0.0,2.03266083,0
